2011-03-03,i appeared on david letterman last night and dont forget sunday night the first episode of celebrity apprentice will be on nbc at pm  i was on the today show this morning and then visited regis kelly the celebrity apprentice starts this sunday night don t miss it 
2011-03-05,watch youve got donald trump at 
2011-03-08,my thoughts on last nights celebrity apprentice also an observation i made recently  mark it on your calendar comedy central roast march th at pm for the roast of trump 
2011-03-09,more of your questions answered in todays video at here is my appearance on neil cavuto 
2011-03-11,i will be developing the two tallest towers in the republic of georgia 
2011-03-12,dont forget to tune in to the celebrity apprentice this sunday night pm on nbc the fireworks continue 
2011-03-15,hey cummings you call yourselves comedians tonight c on  hey oh im real scared airs tonight at on central  watch as i humiliate a dais full of talent airs tonight at c on comedy central  tweet me more of your questions to answer in the next video  my thoughts on last nights celebrity apprentice as well as my latest video blog at 
2011-03-16,keep talking about me use to tweet about how good i look on tonight at c  check out the trump fabulous world of golf site to meet the fazio family master golf course designers 
2011-03-17,catch me on fox news right now my interview with neil cavuto  hundreds of thousands of supporters have already gone to and joined the movement at shouldtrumprun com have you  some of your most popular questions answered in todays video 
2011-03-18,dont forget the celebrity apprentice sunday night at pm on nbc for another surprising and exciting episode  the comedy central roast of donald trump last week was the highest rated comedy central roast ever it brought in milion viewers  ill be on with larry kudlow of the kudlow report tonight on cnbc at p m well be discussing current affairs and politics tune in  check out my interview on 
2011-03-21,i spoke with fox and friends today watch here 
2011-03-22,this is about the money i gave to charity and in response to your comments about gadhafi  my thoughts on the geico ad and more in todays video blog  i want to see people make lots of and live better lives i really think they can do that through thetrumpnetwork  here are my thoughts on last nights episode of the celebrity apprentice 
2011-03-23,check out my most recent interview with cnn 
2011-03-24,my appearance on the view and 
2011-03-29,watch me play both golf and baseball tonight on donald j trumps fabulous world of golf pm et on golf channel  my latest celebrity apprentice video blog 
2011-03-30,watch me tonight on the oreilly factor at pm and pm est fox news 
2011-03-31,watch my latest video blog 
2011-04-01,be sure to watch the celebrity apprentice on sunday at pm on nbc its an episode youll want to see and one you wont forget  catch the second part of my interview with bill oreilly tonight at pm on fox news  my thoughts on the oreilly factor and more here 
2011-04-13,hopefully this answers your question 
2011-04-20,my appearances on and 
2011-04-26,new the next generation videos 
2011-04-29,be sure to watch the celebrity apprentice on sunday night pm on nbc 
2011-05-03,is having a poll cast your vote for me at 
2011-05-09,watch my appearance on 
2011-05-13,a sneak peek at sundays episode of the celebrity apprentice 
2011-05-14,guests are raving about our exclusive hotel mattress and so we ve made it available for purchase 
2011-05-16,ny jets center nick mangold interns for trump watch trumps fabulous world of golf tonight pm et on golf channel 
2011-05-17,this has been a very difficult decision regarding the presidential run and i want to thank all my twitter fans for your fantastic support 
2011-05-18,vote for the next miss usa 
2011-05-19,check out todays about the upcoming episode of 
2011-05-21,get ready for some excitement the live finale of the celebrity apprentice is on this sunday night dont miss it 
2011-05-24,congratulations to john rich and to marlee matlin for a terrific job throughout the season you are both great  my appearance on from today 
2011-05-27,wishing everyone a happy memorial day and a thank you to all the soldiers who protected our great country  and the contestants stopped by trump tower yesterday watch the video 
2011-06-02,watch my appearances on good day ny and  my thoughts on last nights meeting with in todays 
2011-06-03,tweet me your questions for the next 
2011-06-06,check out my speech from last friday as well as my appearance this morning on 
2011-06-08,my thoughts on anthony weiner in todays 
2011-06-10,your most popular tweet answered why im holding off on a presidential bid 
2011-06-15,watch me on the tonight at pm more thoughts on anthony weiner in todays  new on our youtube channel today is a brand new giving you a look inside the world of trump golf 
2011-06-17,dont forget the miss usa pageant live on sunday night at pm et on nbc and you can vote for your favorite beauty 
2011-06-20,congratulations to alyssa campanella miss california our new miss usa 
2011-06-21,congratulations to the miss usa pageant it was the telecast of the night among abc cbs nbc and fox a great show and a huge success 
2011-06-22,ive been visiting trump intl golf links scotland and the course will be unmatched anywhere in the world spectacular 
2011-06-24,our new miss usa alyssa campanella came up to my office today for a visit were proud to have her as our new title holder 
2011-06-25,is having an online competition vote 
2011-06-27,i was in san jose ca on saturday for a sit down interview for the acn national meeting which was attended by over people huge 
2011-06-28,did my weekly phoner on fox friends this morning sounding off on issues of the day 
2011-07-02,wishing everyone a wonderful independence day holiday weekend a great celebration for a great country  please read and watch a recent trip made to trump vineyard estates by 
2011-07-06,congress is back time to cut cap and balance there is no revenue problem the debt limit cannot be raised until obama spending is contained  perhaps this is the kind of thinking we need in washington  tomorrow well be going to panama for the opening of our new hotel its a fantastic building in a fantastic location 
2011-07-08,if only was as focused on balancing the budget as he is on weakening israels borders then america would be on the path to solvency  the art of the deal the best thing you can do is deal from strength and leverage is the biggest strength you have cut cap and balance  republicans should not negotiate against themselves again with in todays debt talks first and foremost cutcap and balance 
2011-07-09,house gop wants to cut medicare obama took billion from medicare for obamacare both wrong  obamacare tragedy primed to further explode the deficit and transferred billion from medicare to fund it  iranian weapons killing americans in iraq what are u doing about this  message for house gop the worst thing you can possibly do in a deal is seem desperate to make it the art of the deal 
2011-07-12,mr speaker bring the balanced budget amendment to the floor for a vote lets get the ball rolling  on our youtube channel the opening of the incredible trump ocean club in panama  derek jeters baseball and more in todays 
2011-07-13,donald trump the song gets m hits on youtube who wouldnt be flattered  much as it pays to emphasize the positive there are times when the only choice is confrontation the art of the deal 
2011-07-14,debt ceiling sometimes no deal is better than a bad deal  more thoughts on the debt ceiling in todays 
2011-07-15,who will be the next find out this saturday at pm et on missteenusa com  what is better advice the art of the deal or rules for radicals i know which one prefers  cut cap and balance taxed enough already  take a look at and to see these beautiful hotels  us news named the top best hotels in the us and trump intl hotel tower nyc and trump intl hotel tower chicago are on the list  you have abandoned israel and engaged the muslim brotherhood and even the arab world does not like it  while tries to push gun control he still has not answered for project gun runner  my interview last night with greta on the gop going el foldo 
2011-07-16,is right we need to create more taxpayers not more taxes cut cap and balance  you have increased discretionary spending by annually and amassed over trillion in debt t e a 
2011-07-18,congratulations to my daughter ivanka and her husband jared on the birth of their daughter arabella rose yesterday 
2011-07-19,so china is ordering us to raise the debt limit how low have we as a nation sunk  the gop doesnt waste an opportunity to waste an opportunity defunding obamacare should be central to any deal  every dollar spends costs with interest borrowed from china on our children and grandchildrens backs cut cap balance  has sold guns to mexican drug lords while his doj erodes our nd amendment rights  the republicans must act now dont let push you around 
2011-07-20,while seeks to further destroy our credit our economy continues to hemorrhage jobs such a total failure as a president  you cant con people if you dont deliver the goods people will eventually catch on the art of the deal 
2011-07-21,china is our enemy they want to destroy us redstate interview  obama is addicted to spending america into insolvency his record proves it  robust economic growth is the answer to the medicare problem not cuts on the elderly 
2011-07-22,the gang of six yet another unmitigated disaster any deal needs to repeal obamacare t e a 
2011-07-23,increasing america s debt weakens us domestically and internationally us senator  my interview on last night our leaders are leading us into oblivion 
2011-07-25,unfortunately continued attack on the us will lead to ever rising gas prices at the pump and lots of other really bad things  ronald kesslers new book the secrets of the fbi is a great book that should be read by everyone 
2011-07-26,fiscal mismanagement of cash costing us taxpayer billions cut fraud and waste before cutting funding for seniors  obama sadly has no business or private sector background and it shows  the pressure on the debt ceiling is on  the answer to both social security and medicare is a robust growing economy not cuts on the elderly  we need a balanced budget amendment because congress has no fiscal discipline 
2011-07-27,china has so much of our debt that they cant put us in default w o killing themselves us needs our toughest negotiator and fast  americas debt is greater than our gdp time for new thinking  my interview from yesterday on fox and friends gop crazy if they dont get everything they want  my thoughts on the situation in norway and amanda knox 
2011-07-28,people ask me every day to pose for pictures but the camera never works the first time they are never prepared or maybe just very nervous  know when to walk away from the table the art of the deal  watch my wife melania trump tonight on at a m so proud of her  higher taxes kill job creation cut wild government spending and waste 
2011-07-29,i appreciate the kind words of mike huckabee a fine american  has not released his own debt plan yet hes totally lost ineffective desperate gop has its best chance to make a great deal  my wife melania trumps show was a tremendous success last night in case you missed her you can see her again tonight on at pm et  the worst thing you can possibly do in a deal is seem desperate to make it the art of the deal  please tweet me your questions to answer in my  new ad criticizes obama for his excessive spending and debt borrowing from china didnt bush do the same thing  my interview yesterday from newsmax obama is now totally lost boehner must not fold 
2011-07-30,no taxes in boehner or reid plan important victory for america  watched sean hannity last night a great guy  if obama has to re fight this fight next year he loses watch the fine details in every deal the art of the deal  blue ribbon commission to find and agree to future spending cuts bad idea  never quit and always hit back the art of the comeback  i just got mike leachs new book swing your sword hes a great coach and hes written a great book its definitely worth reading 
2011-07-31,ex presidential pollster pat cadell says most voters sick of both parties and their failure  we need economic growth and jobs not blue ribbon panels to study the problem 
2011-08-01,disappointed in gop and dems giving obama power to raise the debt limit next year is a mistake 
2011-08-02,why should we have any defense cuts in any deal america must remain strong  this is the best deal the republicans could get 
2011-08-03,wake up america china is eating our lunch  all those politicians in washington and not one good negotiator  why i would not have approved the deal  no taxes the only good thing about dc debt deal  my interview yesterday on cnbcs squawk box debt deal a cont  the more you learn about the debt deal the worse it gets  your questions about my desk answered in todays  republicans and democrats have both created our economic problems 
2011-08-04,my interview last night with greta on fox news  thanks to giovannis coal fire pizza of florida for donating enough pizza to feed police athletic league youngsters in ny this friday  watch my interview with greta van susteren on her show on the record tonight on fox news in the p m hour  todays answers your tweets about my thoughts on the republican candidates  morning joe panel is stealing many of my statements and ideas to better america without giving credit the story of my life  republicans gave obama a free pass to the white house they just dont get it  i believe america can be great only with proper leadership 
2011-08-05,china demanded that we raise our debt ceiling and then their rating agency downgraded us our leaders are hope cont  americas debt officially became of our gdp on th birthday coincidence 
2011-08-06,the new president of opec is mahmoud ahmadinejad s confidant rostam ghasemi a commander of the revolutionar cont  obama care is already having a devastating impact on our economy  in todays i answer your questions about what you should be doing in this uncertain economy 
2011-08-09,my interview with greta last night on fox news nation has become all talk no action  hes hired listen to my andy launchhis radio show with me tomorrow pm et  the s p downgrade is a direct result of increased reckless budget spending and obama care he owns this 
2011-08-10,andy and i talk about politics an cont  republicans and democrats should get back to work immediately to work on resolving downgrade this is not a go cont  the s p are losers they did this for personal publicity in order to straighten out their terrible reputatio cont  my interview yesterday on the s p downgrade with wolf blitzer on cnn 
2011-08-11,my interview from yesterday with andy on  the fed continues to flood the market with us dollars wrong move  oil is starting to rise again despite the horrible times opec continues to rip us off not worth new leadership needed  congress should get back to washington but doesnt want to interrupt his vacation in marthas vineyard  took another swipe at the state of israel for building in their capital jerusalem on a jewish hol cont 
2011-08-12,how will mitt romney defend his record on jobs and romneycare in tonights debate  looking forward to the gop debate and the outcome of the ames straw poll we must get a real leader  i was on cnbc this morning talking about the market and americas financial future 
2011-08-13,ron paul is right that we are wasting trillions of dollars in iraq and afghanistan  obama has no understanding of how to create jobs or opportunity he believes in government  its easy to see why americans are sick of career politicians and both parties 
2011-08-14,economic growth can save social security medicare and america  mike huckebee a great guy said the president should appoint me treasury secretary china and opec would not be happy 
2011-08-16,a good example of how our country wastes money  i was interviewed by greta van susteren today here at trump tower tune in tonight on fox news at p m cont  china is a threat to america they are not our friend  unemployment is plaguing both black and hispanic youths very troubling  my thoughts on the republican party in todays  played golf yesterday now he heads to a day vacation in marthas vineyard nice work ethic  reporters say its the trump bump i tell cnbc i am buying stocks and the market goes up 
2011-08-17,my interview this morning on good morning america with george stephanopoulos  amazing obama speaks market goes down trump tells cnbc hes buying stock market goes up should not be that way  china owes us money 
2011-08-18,will enjoy todays  ron paul is right when he says we are wasting lives and money in iraq and afghanistan  my interview with on fox news for those who missed it obamas constantly on vacation  has a record low gallup approval rating why so high 
