        FINAL POST-CLEARING PRICES AS OF 06/16/17 10:33 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE  ACTUAL VOL       SETT         VOL         INT
1CE Chicago Ethanol (Platts) Calendar Spread Option -
DEC17      ----      ----      ----      ----    4.8800  -.0800                 4.9600                    6900
DEC18      ----      ----      ----      ----    4.9200  -.0900                 5.0100                    3698
DEC19      ----      ----      ----      ----    5.0000  -.0800                 5.0800
DEC20      ----      ----      ----      ----    5.0800  -.0700                 5.1500
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                                                    10598
A2 WTI OIL CS1 SYNTHT
JLY17      ----      ----      ----      ----      -.23    -.01                   -.22
AUG17      ----      ----      ----      ----      -.23    UNCH                   -.23
SEP17      ----      ----      ----      ----      -.21    +.02                   -.23
OCT17      ----      ----      ----      ----      -.26    +.01                   -.27
NOV17      ----      ----      ----      ----      -.27    -.01                   -.26
DEC17      ----      ----      ----      ----      -.23    +.01                   -.24
JAN18      ----      ----      ----      ----      -.21    +.01                   -.22
FEB18      ----      ----      ----      ----      -.19    UNCH                   -.19
MAR18      ----      ----      ----      ----      -.16    UNCH                   -.16
APR18      ----      ----      ----      ----      -.14    UNCH                   -.14
MAY18      ----      ----      ----      ----      -.14    -.01                   -.13
JUN18      ----      ----      ----      ----      -.12    -.01                   -.11
JLY18      ----      ----      ----      ----      -.11    UNCH                   -.11
AUG18      ----      ----      ----      ----      -.10    UNCH                   -.10
SEP18      ----      ----      ----      ----      -.10    UNCH                   -.10
OCT18      ----      ----      ----      ----      -.11    UNCH                   -.11
NOV18      ----      ----      ----      ----      -.11    +.01                   -.12
DEC18      ----      ----      ----      ----      -.08    UNCH                   -.08
JAN19      ----      ----      ----      ----      -.07    +.01                   -.08
FEB19      ----      ----      ----      ----      -.08    UNCH                   -.08
MAR19      ----      ----      ----      ----      -.10    UNCH                   -.10
APR19      ----      ----      ----      ----      -.09    +.01                   -.10
MAY19      ----      ----      ----      ----      -.11    UNCH                   -.11
JUN19      ----      ----      ----      ----      -.06    +.01                   -.07
JLY19      ----      ----      ----      ----      -.07    +.01                   -.08
AUG19      ----      ----      ----      ----      -.09    +.01                   -.10
SEP19      ----      ----      ----      ----      -.10    +.01                   -.11
OCT19      ----      ----      ----      ----      -.11    +.01                   -.12
NOV19      ----      ----      ----      ----      -.14    UNCH                   -.14
DEC19      ----      ----      ----      ----      -.07    +.01                   -.08
JAN20      ----      ----      ----      ----      -.08    +.01                   -.09
FEB20      ----      ----      ----      ----      -.09    UNCH                   -.09
MAR20      ----      ----      ----      ----      -.09    +.01                   -.10
APR20      ----      ----      ----      ----      -.10    +.01                   -.11
MAY20      ----      ----      ----      ----      -.11    +.01                   -.12
JUN20      ----      ----      ----      ----      -.03    +.01                   -.04
JLY20      ----      ----      ----      ----      -.06    +.01                   -.07
AUG20      ----      ----      ----      ----      -.10    +.01                   -.11
SEP20      ----      ----      ----      ----      -.13    +.01                   -.14
OCT20      ----      ----      ----      ----      -.15    +.01                   -.16
NOV20      ----      ----      ----      ----      -.17    +.01                   -.18
DEC20      ----      ----      ----      ----      -.07    +.01                   -.08
JAN21      ----      ----      ----      ----      -.08    UNCH                   -.08
FEB21      ----      ----      ----      ----      -.09    UNCH                   -.09
MAR21      ----      ----      ----      ----      -.11    UNCH                   -.11
APR21      ----      ----      ----      ----      -.13    UNCH                   -.13
MAY21      ----      ----      ----      ----      -.15    UNCH                   -.15
JUN21      ----      ----      ----      ----      -.06    +.01                   -.07
JLY21      ----      ----      ----      ----      -.09    UNCH                   -.09
AUG21      ----      ----      ----      ----      -.11    UNCH                   -.11
SEP21      ----      ----      ----      ----      -.13    UNCH                   -.13
OCT21      ----      ----      ----      ----      -.15    UNCH                   -.15
NOV21      ----      ----      ----      ----      -.17    +.01                   -.18
DEC21      ----      ----      ----      ----      -.05    UNCH                   -.05
JAN22      ----      ----      ----      ----      -.07    UNCH                   -.07
FEB22      ----      ----      ----      ----      -.09    UNCH                   -.09
MAR22      ----      ----      ----      ----      -.09    UNCH                   -.09
APR22      ----      ----      ----      ----      -.11    UNCH                   -.11
MAY22      ----      ----      ----      ----      -.14    UNCH                   -.14
JUN22      ----      ----      ----      ----      -.04    UNCH                   -.04
JLY22      ----      ----      ----      ----      -.07    UNCH                   -.07
BH NY Harbor ULSD Bullet Futures
JLY17      ----      ----      ----      ----    1.4270  +.0124                 1.4146                      19
AUG17      ----      ----      ----      ----    1.4340  +.0120                 1.4220                      19
SEP17      ----      ----      ----      ----    1.4435  +.0114                 1.4321                      19
OCT17      ----      ----      ----      ----    1.4537  +.0110                 1.4427                      19
NOV17      ----      ----      ----      ----    1.4655  +.0109                 1.4546                      19
DEC17      ----      ----      ----      ----    1.4766  +.0107                 1.4659                      19
JAN18      ----      ----      ----      ----    1.4877  +.0102                 1.4775                      11
FEB18      ----      ----      ----      ----    1.4946  +.0097                 1.4849                      11
MAR18      ----      ----      ----      ----    1.4958  +.0091                 1.4867                      11
APR18      ----      ----      ----      ----    1.4911  +.0083                 1.4828                      11
MAY18      ----      ----      ----      ----    1.4916  +.0081                 1.4835                      11
JUN18      ----      ----      ----      ----    1.4954  +.0081                 1.4873                      11
JLY18      ----      ----      ----      ----    1.5012  +.0083                 1.4929                      11
AUG18      ----      ----      ----      ----    1.5073  +.0084                 1.4989                      11
SEP18      ----      ----      ----      ----    1.5135  +.0086                 1.5049                      11
OCT18      ----      ----      ----      ----    1.5206  +.0087                 1.5119                      11
NOV18      ----      ----      ----      ----    1.5280  +.0089                 1.5191                      11
DEC18      ----      ----      ----      ----    1.5343  +.0090                 1.5253                      11
JAN19      ----      ----      ----      ----    1.5425  +.0090                 1.5335
FEB19      ----      ----      ----      ----    1.5458  +.0090                 1.5368
MAR19      ----      ----      ----      ----    1.5443  +.0090                 1.5353
APR19      ----      ----      ----      ----    1.5378  +.0095                 1.5283
MAY19      ----      ----      ----      ----    1.5368  +.0100                 1.5268
JUN19      ----      ----      ----      ----    1.5383  +.0105                 1.5278
JLY19      ----      ----      ----      ----    1.5453  +.0105                 1.5348
AUG19      ----      ----      ----      ----    1.5543  +.0105                 1.5438
SEP19      ----      ----      ----      ----    1.5648  +.0105                 1.5543
OCT19      ----      ----      ----      ----    1.5743  +.0105                 1.5638
NOV19      ----      ----      ----      ----    1.5828  +.0105                 1.5723
DEC19      ----      ----      ----      ----    1.5903  +.0105                 1.5798
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      246
BZ1 Brent Crude Oil TAM Singapore Future
AUG17      ----      ----      ----      ----     47.32    +.33                  46.99
SEP17      ----      ----      ----      ----     47.58    +.33                  47.25
OCT17      ----      ----      ----      ----     47.87    +.32                  47.55
BZ2 Brent Crude Oil TAM LONDON Future
AUG17      ----      ----      ----      ----     47.15    +.26                  46.89
SEP17      ----      ----      ----      ----     47.39    +.22                  47.17
OCT17      ----      ----      ----      ----     47.68    +.20                  47.48
BZL BZ TAM LONDON FUTURE
AUG17      ----      ----      ----      ----       .00    UNCH                    .00
SEP17      ----      ----      ----      ----       .00    UNCH                    .00
OCT17      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
AUG17      ----      ----      ----      ----       .00    UNCH                    .00
SEP17      ----      ----      ----      ----       .00    UNCH                    .00
OCT17      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
JLY17      ----      ----      ----      ----      -.23    -.01                   -.22
AUG17      ----      ----      ----      ----      -.23    UNCH                   -.23
SEP17      ----      ----      ----      ----      -.21    +.02                   -.23
OCT17      ----      ----      ----      ----      -.26    +.01                   -.27
NOV17      ----      ----      ----      ----      -.27    -.01                   -.26
DEC17      ----      ----      ----      ----      -.23    +.01                   -.24
JAN18      ----      ----      ----      ----      -.21    +.01                   -.22
FEB18      ----      ----      ----      ----      -.19    UNCH                   -.19
MAR18      ----      ----      ----      ----      -.16    UNCH                   -.16
APR18      ----      ----      ----      ----      -.14    UNCH                   -.14
MAY18      ----      ----      ----      ----      -.14    -.01                   -.13
JUN18      ----      ----      ----      ----      -.12    -.01                   -.11
JLY18      ----      ----      ----      ----      -.11    UNCH                   -.11
AUG18      ----      ----      ----      ----      -.10    UNCH                   -.10
SEP18      ----      ----      ----      ----      -.10    UNCH                   -.10
OCT18      ----      ----      ----      ----      -.11    UNCH                   -.11
NOV18      ----      ----      ----      ----      -.11    +.01                   -.12
DEC18      ----      ----      ----      ----      -.08    UNCH                   -.08
JAN19      ----      ----      ----      ----      -.07    +.01                   -.08
FEB19      ----      ----      ----      ----      -.08    UNCH                   -.08
MAR19      ----      ----      ----      ----      -.10    UNCH                   -.10
APR19      ----      ----      ----      ----      -.09    +.01                   -.10
MAY19      ----      ----      ----      ----      -.11    UNCH                   -.11
JUN19      ----      ----      ----      ----      -.06    +.01                   -.07
JLY19      ----      ----      ----      ----      -.07    +.01                   -.08
AUG19      ----      ----      ----      ----      -.09    +.01                   -.10
SEP19      ----      ----      ----      ----      -.10    +.01                   -.11
OCT19      ----      ----      ----      ----      -.11    +.01                   -.12
NOV19      ----      ----      ----      ----      -.14    UNCH                   -.14
DEC19      ----      ----      ----      ----      -.07    +.01                   -.08
JAN20      ----      ----      ----      ----      -.08    +.01                   -.09
FEB20      ----      ----      ----      ----      -.09    UNCH                   -.09
MAR20      ----      ----      ----      ----      -.09    +.01                   -.10
APR20      ----      ----      ----      ----      -.10    +.01                   -.11
MAY20      ----      ----      ----      ----      -.11    +.01                   -.12
JUN20      ----      ----      ----      ----      -.03    +.01                   -.04
JLY20      ----      ----      ----      ----      -.06    +.01                   -.07
AUG20      ----      ----      ----      ----      -.10    +.01                   -.11
SEP20      ----      ----      ----      ----      -.13    +.01                   -.14
OCT20      ----      ----      ----      ----      -.15    +.01                   -.16
NOV20      ----      ----      ----      ----      -.17    +.01                   -.18
DEC20      ----      ----      ----      ----      -.07    +.01                   -.08
JAN21      ----      ----      ----      ----      -.08    UNCH                   -.08
FEB21      ----      ----      ----      ----      -.09    UNCH                   -.09
MAR21      ----      ----      ----      ----      -.11    UNCH                   -.11
APR21      ----      ----      ----      ----      -.13    UNCH                   -.13
MAY21      ----      ----      ----      ----      -.15    UNCH                   -.15
JUN21      ----      ----      ----      ----      -.06    +.01                   -.07
JLY21      ----      ----      ----      ----      -.09    UNCH                   -.09
AUG21      ----      ----      ----      ----      -.11    UNCH                   -.11
SEP21      ----      ----      ----      ----      -.13    UNCH                   -.13
OCT21      ----      ----      ----      ----      -.15    UNCH                   -.15
NOV21      ----      ----      ----      ----      -.17    +.01                   -.18
DEC21      ----      ----      ----      ----      -.05    UNCH                   -.05
JAN22      ----      ----      ----      ----      -.07    UNCH                   -.07
FEB22      ----      ----      ----      ----      -.09    UNCH                   -.09
MAR22      ----      ----      ----      ----      -.09    UNCH                   -.09
APR22      ----      ----      ----      ----      -.11    UNCH                   -.11
MAY22      ----      ----      ----      ----      -.14    UNCH                   -.14
JUN22      ----      ----      ----      ----      -.04    UNCH                   -.04
JLY22      ----      ----      ----      ----      -.07    UNCH                   -.07
AUG22      ----      ----      ----      ----      -.09    UNCH                   -.09
SEP22      ----      ----      ----      ----      -.11    UNCH                   -.11
OCT22      ----      ----      ----      ----      -.13    UNCH                   -.13
NOV22      ----      ----      ----      ----      -.16    UNCH                   -.16
CL Light Sweet Crude Oil Futures
JLY17     44.25     44.94     44.24     44.68     44.74    +.28      202532      44.46      500938      104865
AUG17     44.46     45.18     44.46     44.91     44.97    +.29      404688      44.68      339519      491200
SEP17     44.70     45.41     44.70     45.15     45.20    +.29       66324      44.91      108883      284780
OCT17     44.96     45.64     44.96     45.37B    45.41    +.27       24304      45.14       44867      104138
NOV17     45.22     45.89     45.22     45.62A    45.67    +.26       23743      45.41       31949      109847
DEC17     45.48     46.18     45.48     45.89A    45.94    +.27       55913      45.67       92553      305915
JAN18     45.93     46.42     45.92A    46.15     46.17    +.26        9035      45.91       18581       86980
FEB18     46.13     46.56     46.13     46.36     46.38    +.25        3260      46.13        6802       38116
MAR18     46.34     46.77     46.34     46.55     46.57    +.25        7070      46.32       11322       59876
APR18     46.40     46.89     46.40     46.73     46.73    +.25        1735      46.48        3181       18696
MAY18     46.85     47.02     46.60A    46.87     46.87    +.25        2471      46.62        2678       26243
JUN18     46.69     47.18     46.67A    46.95A    47.01    +.26       14909      46.75       26433      119213
JLY18     47.20     47.20     46.50     47.08A    47.13    +.27        1998      46.86        1687       18419
AUG18      ----      ----      ----      ----     47.24    +.27        1192      46.97         919       12427
SEP18      ----      ----      ----      ----     47.34    +.27        1010      47.07        2067       28259
OCT18      ----      ----      ----      ----     47.44    +.27         682      47.17         604       12783
NOV18      ----      ----      ----      ----     47.55    +.27         778      47.28         404       15452
DEC18     47.34     47.81     47.32     47.61B    47.66    +.26       17770      47.40       30461      153431
JAN19      ----      ----      ----      ----     47.74    +.26         263      47.48         141       15341
FEB19      ----      ----      ----      ----     47.81    +.25         545      47.56         326        3167
MAR19      ----      ----      ----      ----     47.89    +.25         627      47.64         397       16215
APR19      ----      ----      ----      ----     47.99    +.25          10      47.74          70        3389
MAY19      ----      ----      ----      ----     48.08    +.24           6      47.84          20        2166
JUN19     48.22     48.30B    48.07     48.18     48.19    +.24        1609      47.95        2831       22445
JLY19      ----      ----      ----      ----     48.25    +.23                  48.02          10        1801
AUG19      ----      ----      ----      ----     48.32    +.22                  48.10          16         355
SEP19      ----      ----      ----      ----     48.41    +.21         650      48.20         266        4885
OCT19      ----      ----      ----      ----     48.51    +.20                  48.31          10        1246
NOV19      ----      ----      ----      ----     48.62    +.19                  48.43          20        1369
DEC19     48.61     48.92     48.61     48.72     48.76    +.19        2456      48.57        4600       48880
JAN20      ----      ----      ----      ----     48.83    +.18                  48.65                    1048
FEB20      ----      ----      ----      ----     48.91    +.17                  48.74                    1058
MAR20      ----      ----      ----      ----     49.00    +.17                  48.83                    1021
APR20      ----      ----      ----      ----     49.09    +.16                  48.93                      10
MAY20      ----      ----      ----      ----     49.19    +.15                  49.04                      18
JUN20      ----      ----      ----      ----     49.30    +.14          43      49.16          56        3546
JLY20      ----      ----      ----      ----     49.33    +.13                  49.20          20          70
AUG20      ----      ----      ----      ----     49.39    +.12                  49.27                      10
SEP20      ----      ----      ----      ----     49.49    +.11                  49.38                      29
OCT20      ----      ----      ----      ----     49.62    +.10                  49.52                       1
NOV20      ----      ----      ----      ----     49.77    +.09                  49.68          20          35
DEC20     49.90     50.16B    49.88A    49.90A    49.94    +.08         110      49.86         984       17936
JAN21      ----      ----      ----      ----     50.01    +.07                  49.94
FEB21      ----      ----      ----      ----     50.09    +.07                  50.02
MAR21      ----      ----      ----      ----     50.18    +.07                  50.11
APR21      ----      ----      ----      ----     50.29    +.07                  50.22
MAY21      ----      ----      ----      ----     50.42    +.07                  50.35
JUN21      ----      ----      ----      ----     50.57    +.07                  50.50                     400
JLY21      ----      ----      ----      ----     50.63    +.06                  50.57
AUG21      ----      ----      ----      ----     50.72    +.06                  50.66
SEP21      ----      ----      ----      ----     50.83    +.06                  50.77
OCT21      ----      ----      ----      ----     50.96    +.06                  50.90                       1
NOV21      ----      ----      ----      ----     51.11    +.06                  51.05
DEC21      ----      ----      ----      ----     51.28    +.05           1      51.23         192        5129
JAN22      ----      ----      ----      ----     51.33    +.05                  51.28
FEB22      ----      ----      ----      ----     51.40    +.05                  51.35
MAR22      ----      ----      ----      ----     51.49    +.05                  51.44
APR22      ----      ----      ----      ----     51.58    +.05                  51.53
MAY22      ----      ----      ----      ----     51.69    +.05                  51.64
JUN22      ----      ----      ----      ----     51.83    +.05                  51.78
JLY22      ----      ----      ----      ----     51.87    +.05                  51.82
AUG22      ----      ----      ----      ----     51.94    +.05                  51.89
SEP22      ----      ----      ----      ----     52.03    +.05                  51.98
OCT22      ----      ----      ----      ----     52.14    +.05                  52.09
NOV22      ----      ----      ----      ----     52.27    +.05                  52.22
DEC22     52.45     52.66B    52.45     52.45     52.43    +.05           2      52.38          66         412
JUN23      ----      ----      ----      ----     52.93    +.05                  52.88
DEC23      ----      ----      ----      ----     53.44    +.05                  53.39                     144
JUN24      ----      ----      ----      ----     53.83    +.05                  53.78
DEC24      ----      ----      ----      ----     54.23    +.05                  54.18                       9
JUN25      ----      ----      ----      ----     54.50    +.05                  54.45
DEC25      ----      ----      ----      ----     54.78    +.05                  54.73                      10
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                845736                1233893     2142786
CL1 WTI Crude Oil TAM Singapore Future
JLY17      ----      ----      ----      ----     44.72    +.10                  44.62
AUG17      ----      ----      ----      ----     44.96    +.11                  44.85
SEP17      ----      ----      ----      ----     45.19    +.11                  45.08
CL2 WTI Crude Oil TAM LONDON Future
JLY17      ----      ----      ----      ----     44.59    +.08                  44.51
AUG17      ----      ----      ----      ----     44.81    +.08                  44.73
SEP17      ----      ----      ----      ----     45.04    +.08                  44.96
CLL CRUDE OIL TAM LONDON FUTURE
JLY17      ----      ----      ----      ----       .00    UNCH                    .00
AUG17      ----      ----      ----      ----       .00    UNCH                    .00
SEP17      ----      ----      ----      ----       .00    UNCH                    .00
CLS CRUDE OIL TAM SINGAPORE FUTURE
JLY17      ----      ----      ----      ----       .00    UNCH                    .00
AUG17      ----      ----      ----      ----       .00    UNCH                    .00
SEP17      ----      ----      ----      ----       .00    UNCH                    .00
CLT CRUDE OIL TAS FUTURES
JLY17       .00       .01       .00       .01       .00    UNCH       10708        .00
AUG17       .00       .00      -.01       .00       .00    UNCH       10968        .00
SEP17       .00       .01      -.01       .01B      .00    UNCH        2495        .00
OCT17       .00       .00       .00       .00       .00    UNCH          11        .00
NOV17       .00       .00      -.01      -.01       .00    UNCH         175        .00
DEC17      -.01       .00      -.01      -.01       .00    UNCH          56        .00
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
FEB18      ----      ----      ----      ----       .00    UNCH                    .00
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                 24413
CQ CRUDE OIL CS2 SYNTHT
JLY17      ----      ----      ----      ----      -.46    -.01                   -.45
AUG17      ----      ----      ----      ----      -.44    +.02                   -.46
SEP17      ----      ----      ----      ----      -.47    +.03                   -.50
OCT17      ----      ----      ----      ----      -.53    UNCH                   -.53
CT CRUDE OIL CS3 SYNTHT
JLY17      ----      ----      ----      ----      -.67    +.01                   -.68
AUG17      ----      ----      ----      ----      -.70    +.03                   -.73
SEP17      ----      ----      ----      ----      -.74    +.02                   -.76
CV CRUDE OIL CS6 SYNTHT
JLY17      ----      ----      ----      ----     -1.43    +.02                  -1.45
AUG17      ----      ----      ----      ----     -1.41    +.04                  -1.45
SEP17      ----      ----      ----      ----     -1.37    +.04                  -1.41
OCT17      ----      ----      ----      ----     -1.32    +.02                  -1.34
NOV17      ----      ----      ----      ----     -1.20    +.01                  -1.21
DEC17      ----      ----      ----      ----     -1.07    +.01                  -1.08
JAN18      ----      ----      ----      ----      -.96    -.01                   -.95
FEB18      ----      ----      ----      ----      -.86    -.02                   -.84
MAR18      ----      ----      ----      ----      -.77    -.02                   -.75
APR18      ----      ----      ----      ----      -.71    -.02                   -.69
MAY18      ----      ----      ----      ----      -.68    -.02                   -.66
JUN18      ----      ----      ----      ----      -.65    UNCH                   -.65
CX CRUDE OIL CS12SYNTHT
SEP17      ----      ----      ----      ----     -2.14    +.02                  -2.16
DEC17      ----      ----      ----      ----     -1.72    +.01                  -1.73
FEB18      ----      ----      ----      ----     -1.43    UNCH                  -1.43
MAR18      ----      ----      ----      ----     -1.32    UNCH                  -1.32
JUN18      ----      ----      ----      ----     -1.18    +.02                  -1.20
SEP18      ----      ----      ----      ----     -1.07    +.06                  -1.13
DEC18      ----      ----      ----      ----     -1.10    +.07                  -1.17
DEC19      ----      ----      ----      ----     -1.18    +.11                  -1.29
DEC20      ----      ----      ----      ----     -1.34    +.03                  -1.37
DE NG 5 MO CSO SYNTH
JLY17      ----      ----      ----      ----     -2.35    -.08                  -2.27
AUG17      ----      ----      ----      ----     -2.96    -.08                  -2.88
SEP17      ----      ----      ----      ----     -2.90    -.06                  -2.84
OCT17      ----      ----      ----      ----     -2.05    -.04                  -2.01
NOV17      ----      ----      ----      ----      2.54    +.01                   2.53
DEC17      ----      ----      ----      ----      4.25    +.04                   4.21
JAN18      ----      ----      ----      ----      4.80    +.04                   4.76
FEB18      ----      ----      ----      ----      4.33    +.02                   4.31
MAR18      ----      ----      ----      ----      3.64    +.02                   3.62
APR18      ----      ----      ----      ----      -.06    UNCH                   -.06
MAY18      ----      ----      ----      ----      -.57    +.01                   -.58
JUN18      ----      ----      ----      ----      -.76    +.03                   -.79
DGY NATURAL GAS CS1 SYNT
JLY17      ----      ----      ----      ----     -.023   -.001                  -.022
AUG17      ----      ----      ----      ----      .013   -.001                   .014
SEP17      ----      ----      ----      ----     -.023   -.001                  -.022
OCT17      ----      ----      ----      ----     -.066   -.002                  -.064
NOV17      ----      ----      ----      ----     -.136   -.003                  -.133
DEC17      ----      ----      ----      ----     -.084   -.001                  -.083
JAN18      ----      ----      ----      ----      .019   +.001                   .018
FEB18      ----      ----      ----      ----      .062   +.001                   .061
MAR18      ----      ----      ----      ----      .393   +.003                   .390
APR18      ----      ----      ----      ----      .035    UNCH                   .035
MAY18      ----      ----      ----      ----     -.029   -.001                  -.028
JUN18      ----      ----      ----      ----     -.028   -.001                  -.027
JLY18      ----      ----      ----      ----     -.007   +.001                  -.008
AUG18      ----      ----      ----      ----      .023   +.001                   .022
SEP18      ----      ----      ----      ----     -.016   +.001                  -.017
OCT18      ----      ----      ----      ----     -.048   +.001                  -.049
NOV18      ----      ----      ----      ----     -.132   -.002                  -.130
DEC18      ----      ----      ----      ----     -.086   +.001                  -.087
JAN19      ----      ----      ----      ----      .024    UNCH                   .024
FEB19      ----      ----      ----      ----      .066    UNCH                   .066
MAR19      ----      ----      ----      ----      .354   -.007                   .361
APR19      ----      ----      ----      ----      .045    UNCH                   .045
MAY19      ----      ----      ----      ----     -.028    UNCH                  -.028
