W Wheat Futures
MAY19     463'6     464'6     452'4     459'2     457'6    -6'6       69561      464'4       49566      221638
JLY19     469'4     471'4     459'0     464'6     463'4    -7'0       38552      470'4       21698      133598
SEP19     478'2     478'6     467'2     480'0     471'0    -7'6       14724      478'6        6586       57223
DEC19     492'6     493'2     482'4     486'0     484'6    -8'4        9262      493'2        4178       61962
MAR20     503'2     505'2B    496'2A    498'6     497'6    -8'4        1450      506'2         805        9779
MAY20     509'0     511'0B    503'0A    503'4     503'6    -8'4         363      512'2          78        3254
JLY20     510'4     512'4B    504'6     506'6B    505'4    -8'4         261      514'0          34        4835
SEP20     516'0     516'0     515'0     515'0     512'4    -8'0          60      520'4                     367
DEC20      ----      ----     523'6A    525'2A    523'4    -8'2           6      531'6           9        1416
MAR21      ----      ----      ----      ----     532'2    -8'2                  540'4           5         324
MAY21      ----      ----      ----      ----     537'2    -8'2                  545'4                      23
JLY21      ----      ----      ----      ----     537'0    -8'2                  545'2                       8

WDF MAY19 Short-Dated New Crop Wheat Option CALL
5200       ----      ----      ----      ----        '4     -'5                    1'1
5250       ----      ----      ----      ----        '4     -'3                     '7
5300       ----      ----      ----      ----        '3     -'3                     '6
5350       ----      ----      ----      ----        '3     -'2                     '5
5400       ----      ----      ----      ----        '2     -'2                     '4
5450       ----      ----      ----      ----        '2     -'1                     '3
5500       ----      ----      ----      ----        '2    UNCH                     '2
5550       ----      ----      ----      ----        '2    UNCH                     '2
5600       ----      ----      ----      ----        '1    UNCH                     '1
5650       ----      ----      ----      ----        '1    UNCH                     '1
5700       ----      ----      ----      ----        '1    UNCH                     '1
5750       ----      ----      ----      ----        '1    UNCH                     '1
5800       ----      ----      ----      ----        '1    UNCH                     '1                       2
5850       ----      ----      ----      ----        '1    UNCH                     '1
5900       ----      ----      ----      ----        '1    UNCH                     '1
5950       ----      ----      ----      ----        '1    UNCH                     '1
6000       ----      ----      ----      ----        '1    UNCH                     '1                       4
6050       ----      ----      ----      ----        '1    UNCH                     '1
6100       ----      ----      ----      ----        '1    UNCH                     '1
6150       ----      ----      ----      ----        '1    UNCH                     '1
6200       ----      ----      ----      ----        '1    UNCH                     '1
6250       ----      ----      ----      ----        '1    UNCH                     '1
6300       ----      ----      ----      ----        '1    UNCH                     '1
6350       ----      ----      ----      ----        '1    UNCH                     '1
6400       ----      ----      ----      ----        '1    UNCH                     '1                       5
6450       ----      ----      ----      ----        '1    UNCH                     '1
6500       ----      ----      ----      ----        '1    UNCH                     '1                       2
6550       ----      ----      ----      ----        '1    UNCH                     '1
6600       ----      ----      ----      ----        '1    UNCH                     '1
6650       ----      ----      ----      ----        '1    UNCH                     '1
6700       ----      ----      ----      ----        '1    UNCH                     '1
6750       ----      ----      ----      ----        '1    UNCH                     '1
6800       ----      ----      ----      ----        '1    UNCH                     '1
6850       ----      ----      ----      ----        '1    UNCH                     '1
6900       ----      ----      ----      ----        '1    UNCH                     '1
6950       ----      ----      ----      ----        '1    UNCH                     '1
7000       ----      ----      ----      ----        '1    UNCH                     '1
7050       ----      ----      ----      ----        '1    UNCH                     '1
7100       ----      ----      ----      ----        '1    UNCH                     '1
7150       ----      ----      ----      ----        '1    UNCH                     '1
7200       ----      ----      ----      ----        '1    UNCH                     '1
7250       ----      ----      ----      ----        '1    UNCH                     '1
7300       ----      ----      ----      ----        '1    UNCH                     '1
7350       ----      ----      ----      ----        '1    UNCH                     '1
7400       ----      ----      ----      ----        '1    UNCH                     '1
7450       ----      ----      ----      ----        '1    UNCH                     '1
7500       ----      ----      ----      ----        '1    UNCH                     '1
7550       ----      ----      ----      ----        '1    UNCH                     '1
7600       ----      ----      ----      ----        '1    UNCH                     '1

WDF MAY19 Short-Dated New Crop Wheat Option PUT
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1
3450       ----      ----      ----      ----        '1    UNCH                     '1
3500       ----      ----      ----      ----        '1    UNCH                     '1
3550       ----      ----      ----      ----        '1    UNCH                     '1
3600       ----      ----      ----      ----        '1    UNCH                     '1
3650       ----      ----      ----      ----        '1    UNCH                     '1
3700       ----      ----      ----      ----        '1    UNCH                     '1
3750       ----      ----      ----      ----        '1    UNCH                     '1
3800       ----      ----      ----      ----        '1    UNCH                     '1
3850       ----      ----      ----      ----        '1    UNCH                     '1
3900       ----      ----      ----      ----        '1    UNCH                     '1
3950       ----      ----      ----      ----        '1    UNCH                     '1
4000       ----      ----      ----      ----        '1    UNCH                     '1                     200
4050       ----      ----      ----      ----        '1    UNCH                     '1
4100       ----      ----      ----      ----        '1    UNCH                     '1
4150       ----      ----      ----      ----        '1    UNCH                     '1
4200       ----      ----      ----      ----        '2    UNCH                     '2
4250       ----      ----      ----      ----        '4    UNCH                     '4
4300       ----      ----      ----      ----        '6    UNCH                     '6
4350       ----      ----      ----      ----       1'1    UNCH                    1'1
4400       ----      ----      ----      ----       1'6    UNCH                    1'6
4450       ----      ----      ----      ----       2'5     +'1                    2'4
4500       ----      ----      ----      ----       3'7     +'3                    3'4                     200
4550       ----       5'0B     ----      ----       5'5     +'6                    4'7                     620
4600       ----       7'2B     ----      ----       7'7    +1'3                    6'4
4650       ----       9'0B     ----      ----      10'4    +2'0                    8'4
4700       ----      ----      ----      ----      13'4    +2'5                   10'7
4750       ----      ----      ----      ----      17'0    +3'2                   13'6
4800       ----      ----      ----      ----      20'5    +3'6                   16'7
4850       ----      ----      ----      ----      24'5    +4'3                   20'2
4900       ----      ----      ----      ----      28'7    +4'6                   24'1
4950       ----      ----      ----      ----      33'2    +5'1                   28'1
5000       ----      ----      ----      ----      37'6    +5'3                   32'3
5050       ----      ----      ----      ----      42'4    +5'6                   36'6
5100       ----      ----      ----      ----      47'2    +6'0                   41'2
5150       ----      ----      ----      ----      52'1    +6'2                   45'7
5200       ----      ----      ----      ----      57'0    +6'3                   50'5
5250       ----      ----      ----      ----      61'7    +6'4                   55'3
5300       ----      ----      ----      ----      66'6    +6'5                   60'1
5350       ----      ----      ----      ----      71'6    +6'6                   65'0
5400       ----      ----      ----      ----      76'6    +6'7                   69'7
5450       ----      ----      ----      ----      81'5    +6'7                   74'6
5500       ----      ----      ----      ----      86'5    +6'7                   79'6                       1
5550       ----      ----      ----      ----      91'5    +7'0                   84'5
5600       ----      ----      ----      ----      96'5    +7'0                   89'5
5650       ----      ----      ----      ----     101'4    +7'0                   94'4
5700       ----      ----      ----      ----     106'4    +7'0                   99'4
5750       ----      ----      ----      ----     111'4    +7'0                  104'4
5800       ----      ----      ----      ----     116'4    +7'0                  109'4
5850       ----      ----      ----      ----     121'4    +7'0                  114'4
5900       ----      ----      ----      ----     126'4    +7'0                  119'4
5950       ----      ----      ----      ----     131'4    +7'0                  124'4
6000       ----      ----      ----      ----     136'4    +7'0                  129'4                       1
6050       ----      ----      ----      ----     141'4    +7'0                  134'4
6100       ----      ----      ----      ----     146'4    +7'0                  139'4
6150       ----      ----      ----      ----     151'4    +7'0                  144'4
6200       ----      ----      ----      ----     156'4    +7'0                  149'4
6250       ----      ----      ----      ----     161'4    +7'0                  154'4
6300       ----      ----      ----      ----     166'4    +7'0                  159'4                       3
6350       ----      ----      ----      ----     171'4    +7'0                  164'4
6400       ----      ----      ----      ----     176'4    +7'0                  169'4
6450       ----      ----      ----      ----     181'4    +7'0                  174'4
6500       ----      ----      ----      ----     186'4    +7'0                  179'4
6550       ----      ----      ----      ----     191'4    +7'0                  184'4
6600       ----      ----      ----      ----     196'4    +7'0                  189'4
6650       ----      ----      ----      ----     201'4    +7'0                  194'4
6700       ----      ----      ----      ----     206'4    +7'0                  199'4
6750       ----      ----      ----      ----     211'4    +7'0                  204'4
6800       ----      ----      ----      ----     216'4    +7'0                  209'4
6850       ----      ----      ----      ----     221'4    +7'0                  214'4
6900       ----      ----      ----      ----     226'4    +7'0                  219'4
6950       ----      ----      ----      ----     231'4    +7'0                  224'4
7000       ----      ----      ----      ----     236'4    +7'0                  229'4
7050       ----      ----      ----      ----     241'4    +7'0                  234'4
7100       ----      ----      ----      ----     246'4    +7'0                  239'4
7150       ----      ----      ----      ----     251'4    +7'0                  244'4
7200       ----      ----      ----      ----     256'4    +7'0                  249'4
7250       ----      ----      ----      ----     261'4    +7'0                  254'4
7300       ----      ----      ----      ----     266'4    +7'0                  259'4
7350       ----      ----      ----      ----     271'4    +7'0                  264'4
7400       ----      ----      ----      ----     276'4    +7'0                  269'4
7450       ----      ----      ----      ----     281'4    +7'0                  274'4
7500       ----      ----      ----      ----     286'4    +7'0                  279'4
7550       ----      ----      ----      ----     291'4    +7'0                  284'4
7600       ----      ----      ----      ----     296'4    +7'0                  289'4

WZ MAY19 Wheat Options CALL
2200       ----      ----     236'2A     ----     237'6    -6'6                  244'4           1           1
2300       ----      ----     224'2A     ----     227'6    -6'6                  234'4
2400       ----      ----     214'2A     ----     217'6    -6'6                  224'4
2500       ----      ----     204'2A     ----     207'6    -6'6                  214'4
2600       ----      ----     194'2A     ----     197'6    -6'6                  204'4
2700       ----      ----     184'2A     ----     187'6    -6'6                  194'4
2800       ----      ----     174'2A     ----     177'6    -6'6                  184'4
2900       ----      ----     164'2A     ----     167'6    -6'6                  174'4
3000       ----      ----     154'2A     ----     157'6    -6'6                  164'4
3100       ----      ----     144'2A     ----     147'6    -6'6                  154'4
3200       ----      ----     134'2A     ----     137'6    -6'6                  144'4
3250       ----      ----     129'2A     ----     132'6    -6'6                  139'4
3300       ----      ----     124'2A     ----     127'6    -6'6                  134'4
3350       ----      ----     121'2A     ----     122'6    -6'6                  129'4
3400       ----      ----     114'2A     ----     117'6    -6'6                  124'4
3450       ----      ----     109'2A     ----     112'6    -6'6                  119'4
3500       ----      ----     104'2A     ----     107'6    -6'6                  114'4                       4
3550       ----      ----      99'2A     ----     102'6    -6'6                  109'4
3600       ----      ----      94'2A     ----      97'6    -6'6                  104'4
3650       ----      ----      89'2A     ----      92'6    -6'6                   99'4                       2
3700       ----      ----      84'2A     ----      87'6    -6'6                   94'4                       2
3750       81'5      84'3B     78'5A     ----      82'6    -6'6           1       89'4                       2
3800       ----      ----      73'5A     ----      77'6    -6'6                   84'4                       1
3850       ----      ----      68'5A     ----      72'6    -6'6                   79'4
3900       ----      ----      63'5A     ----      67'7    -6'5                   74'4                      51
3950       ----      ----      58'6A     ----      62'7    -6'5                   69'4                       1
4000       ----      ----      53'6A     ----      57'7    -6'6                   64'5                       2
4050       ----      ----      48'7A     ----      52'7    -6'6                   59'5                       5
4100       ----      ----      44'0A     ----      48'0    -6'5                   54'5                       2
4150       ----      ----      39'2A     ----      43'1    -6'6                   49'7                       3
4200       41'6      43'6B     34'5A     ----      38'2    -6'6           3       45'0                      14
4250       ----      ----      30'1A     ----      33'5    -6'5           1       40'2                      66
4300       ----      ----      25'7A     ----      29'1    -6'5                   35'6                     592
4350       ----      ----      21'7A     ----      24'7    -6'3                   31'2                     263
4400       22'2      22'7B     18'0A     ----      20'7    -6'1          10       27'0          39        2977
4450       18'2      18'3B     14'6A     ----      17'3    -5'5           4       23'0           2         721
4500       16'4      17'3B     12'0A     ----      14'2    -5'1          26       19'3           8        2271
4550       11'3      12'0B      9'5A     ----      11'4    -4'5         115       16'1           3        1440
4600       11'4      11'6B      7'3      ----       9'1    -4'2        1306       13'3         753        7546
4650       10'5      10'5       6'0      ----       7'1    -3'7         497       11'0         260        2091
4700        8'4       8'4       4'6A     ----       5'5    -3'3         336        9'0         390        4907
4750        5'7       6'1       3'4      ----       4'3    -2'7         752        7'2         130        1470
4800        5'3       5'4B      2'6      ----       3'3    -2'3        4121        5'6        2238        6775
4850        3'3       3'6B      2'2      ----       2'5    -2'0         335        4'5         430        1905
4900        3'1       3'3B      1'5      ----       2'0    -1'5         487        3'5        1290        9343
4950        2'5       2'6B      1'2A     ----       1'4    -1'4         116        3'0          57        1756
5000        2'2       2'2       1'0      ----       1'1    -1'2         222        2'3         719        6350
5050        1'2       1'4        '6      ----        '7    -1'0          55        1'7         154        3328
5100        1'2       1'2        '5      ----        '5     -'7         378        1'4         380        5178
5150         '5        '5        '4      ----        '4     -'6          33        1'2          63         792
5200         '6        '6        '3      ----        '3     -'5          10        1'0           4        4207
5250         '4        '5        '3      ----        '3     -'3         106         '6          44        1933
5300         '3        '3        '2      ----        '2     -'3          64         '5         381        2663
5350         '2        '2        '2      ----        '2     -'2           6         '4          22         838
5400         '2        '2        '2      ----        '1     -'2          56         '3         221        3231
5450         '1        '2        '1      ----        '1     -'2           7         '3                    1006
5500         '1        '1        '1      ----        '1     -'1          29         '2           4        3210
5550         '1        '1        '1      ----        '1     -'1           3         '2          35         824
5600         '1        '1        '1      ----        '1    UNCH         139         '1                    2316
5650         '1        '1        '1      ----        '1    UNCH         104         '1                     810
5700         '1        '1        '1      ----        '1    UNCH           1         '1         105        3694
5750         '1        '1        '1      ----        '1    UNCH           1         '1           1         744
5800       ----      ----      ----      ----        '1    UNCH                     '1          30        1662
5850         '1        '1        '1      ----        '1    UNCH           1         '1                     406
5900       ----      ----      ----      ----        '1    UNCH          30         '1                     840
5950         '1        '1        '1      ----        '1    UNCH           1         '1                     310
6000       ----      ----      ----      ----        '1    UNCH                     '1                    9698
6050       ----      ----      ----      ----        '1    UNCH                     '1                     250
6100       ----      ----      ----      ----        '1    UNCH                     '1                     487
6150       ----      ----      ----      ----        '1    UNCH                     '1                     180
6200       ----      ----      ----      ----        '1    UNCH                     '1                     761
6250       ----      ----      ----      ----        '1    UNCH                     '1                     395
6300       ----      ----      ----      ----        '1    UNCH                     '1                     162
6350       ----      ----      ----      ----        '1    UNCH                     '1                      95
6400       ----      ----      ----      ----        '1    UNCH                     '1                     614
6450       ----      ----      ----      ----        '1    UNCH                     '1                      45
6500       ----      ----      ----      ----        '1    UNCH                     '1                    1447
6550       ----      ----      ----      ----        '1    UNCH                     '1                      63
6600       ----      ----      ----      ----        '1    UNCH                     '1                     120
6700       ----      ----      ----      ----        '1    UNCH                     '1                     313
6800       ----      ----      ----      ----        '1    UNCH                     '1                     180
6900       ----      ----      ----      ----        '1    UNCH                     '1                     101
7000       ----      ----      ----      ----        '1    UNCH                     '1                     288
7100       ----      ----      ----      ----        '1    UNCH                     '1                      14
7200       ----      ----      ----      ----        '1    UNCH                     '1                       8
7300       ----      ----      ----      ----        '1    UNCH                     '1                      35
7400       ----      ----      ----      ----        '1    UNCH                     '1                      36
7500       ----      ----      ----      ----        '1    UNCH                     '1                      26
7600       ----      ----      ----      ----        '1    UNCH                     '1
7700       ----      ----      ----      ----        '1    UNCH                     '1                      13
7800       ----      ----      ----      ----        '1    UNCH                     '1                       1
7900       ----      ----      ----      ----        '1    UNCH                     '1
8000       ----      ----      ----      ----        '1    UNCH                     '1                      71
8100       ----      ----      ----      ----        '1    UNCH                     '1
8200       ----      ----      ----      ----        '1    UNCH                     '1                     101
8300       ----      ----      ----      ----        '1    UNCH                     '1                       5
8400       ----      ----      ----      ----        '1    UNCH                     '1
8500       ----      ----      ----      ----        '1    UNCH                     '1                      21
8600       ----      ----      ----      ----        '1    UNCH                     '1
8700       ----      ----      ----      ----        '1    UNCH                     '1                     115
8800       ----      ----      ----      ----        '1    UNCH                     '1
8900       ----      ----      ----      ----        '1    UNCH                     '1
9000       ----      ----      ----      ----        '1    UNCH                     '1                     466
9100       ----      ----      ----      ----        '1    UNCH                     '1
9200       ----      ----      ----      ----        '1    UNCH                     '1                       8
9300       ----      ----      ----      ----        '1    UNCH                     '1
WZ JUN19 Wheat Options CALL
2200       ----      ----     242'4A     ----     243'4    -7'0                  250'4
2300       ----      ----     232'4A     ----     233'4    -7'0                  240'4
2400       ----      ----     220'5A     ----     223'4    -7'0                  230'4
2500       ----      ----     210'5A     ----     213'4    -7'0                  220'4
2600       ----      ----     200'5A     ----     203'4    -7'0                  210'4
2700       ----      ----     190'5A     ----     193'4    -7'0                  200'4
2800       ----      ----     180'5A     ----     183'4    -7'0                  190'4
2900       ----      ----     170'5A     ----     173'4    -7'0                  180'4
3000       ----      ----     160'5A     ----     163'4    -7'0                  170'4
3100       ----      ----     150'5A     ----     153'4    -7'0                  160'4
3200       ----      ----     140'5A     ----     143'4    -7'0                  150'4
3300       ----      ----     130'5A     ----     133'4    -7'0                  140'4
3350       ----      ----     127'4A     ----     128'4    -7'0                  135'4
3400       ----      ----     120'5A     ----     123'4    -7'0                  130'4
3450       ----      ----     117'4A     ----     118'4    -7'0                  125'4
3500       ----      ----     110'5A     ----     113'4    -7'0                  120'4
3550       ----      ----     105'5A     ----     108'4    -7'0                  115'4
3600       ----      ----     100'5A     ----     103'4    -7'0                  110'4
3650       ----      ----      95'5A     ----      98'4    -7'0                  105'4
3700       ----      ----      90'5A     ----      93'4    -7'0                  100'4
3750       ----      ----      85'6A     ----      88'4    -7'0                   95'4
3800       ----      ----      80'6A     ----      83'4    -7'0                   90'4
3850       ----      ----      75'6A     ----      78'4    -7'0                   85'4
3900       ----      ----      70'1A     ----      73'4    -7'0                   80'4
3950       ----      ----      65'3A     ----      68'5    -7'0                   75'5
4000       ----      ----      60'5A     ----      63'5    -7'1                   70'6
4050       ----      ----      55'7A     ----      58'7    -7'0                   65'7
4100       ----      ----      51'2A     ----      54'0    -7'1                   61'1
4150       ----      ----      46'6A     ----      49'3    -7'0                   56'3
4200       ----      ----      42'4A     ----      44'6    -7'0                   51'6
4250       ----      ----      38'2A     ----      40'2    -7'0                   47'2
4300       ----      ----      34'2A     ----      36'0    -6'7                   42'7                      10
4350       ----      ----      29'7A     ----      31'7    -6'6                   38'5                      40
4400       ----      ----      26'3A     ----      28'1    -6'4                   34'5                      41
4450       ----      ----      23'1A     ----      24'4    -6'3           1       30'7                     135
4500       ----      ----      20'2A     ----      21'2    -6'1                   27'3                     320
4550       ----      ----      17'3A     ----      18'3    -5'7           1       24'2                       6
4600       18'2      18'4B     15'0A     ----      15'6    -5'4           8       21'2                     176
4650       14'0      14'3B     12'6A     ----      13'3    -5'2         119       18'5          10          69
4700       ----      ----      10'7A     ----      11'3    -4'7          22       16'2         130         512
4750       10'5      10'5       9'2A     ----       9'5    -4'4           3       14'1          36         445
4800        8'0       8'4B      7'6A     ----       8'1    -4'1           2       12'2          20         132
4850        9'3       9'4       6'4      ----       6'7    -3'6         264       10'5           6         379
4900        7'2       7'7B      5'3      ----       5'6    -3'3         256        9'1           9        1319
4950        4'6       5'0B      4'5A     ----       4'6    -3'1          40        7'7           4          97
5000        4'6       5'0B      3'7      ----       4'0    -2'6          65        6'6           3         115
5050        3'6       4'1B      3'2A     ----       3'2    -2'4          44        5'6                      84
5100        3'6       4'1B      2'5      ----       2'6    -2'2          54        5'0                     479
5150        2'5       2'5       2'2A     ----       2'2    -2'0          35        4'2          16         224
5200        3'1       3'1       2'0A     ----       1'7    -1'6           2        3'5          61         472
5250        1'6       1'6       1'5      ----       1'5    -1'4          12        3'1           5         301
5300        2'3       2'3       1'3A     ----       1'3    -1'2           7        2'5          14         172
5350        1'4       1'4       1'2A     ----       1'1    -1'1           1        2'2          21         242
5400        1'5       1'5       1'0A     ----       1'0     -'7           4        1'7         202         261
5450       ----      ----        '7A     ----        '7     -'6                    1'5           9         138
5500        1'2       1'2        '6      ----        '6     -'5          11        1'3           4          83
5550         '5        '5        '5      ----        '5     -'4           1        1'1                      45
5600         '6        '6        '5      ----        '4     -'4           7        1'0                     113
5650       ----      ----        '4A     ----        '4     -'3                     '7                      30
5700         '5        '5        '4      ----        '3     -'3          59         '6          36         170
5750       ----      ----        '3A     ----        '3     -'2                     '5                      67
5800         '4        '4        '3      ----        '2     -'2           8         '4                      98
5850       ----      ----        '3A     ----        '2     -'2                     '4           1           6
5900       ----      ----        '2A     ----        '2     -'1                     '3                      44
5950       ----      ----        '2A     ----        '2     -'1                     '3                      17
6000       ----      ----      ----      ----        '1     -'1                     '2                      42
6050         '2        '2        '2      ----        '1     -'1          10         '2                      43
6100       ----      ----      ----      ----        '1    UNCH                     '1                      31
6150       ----      ----      ----      ----        '1    UNCH                     '1          10          39
6200       ----      ----      ----      ----        '1    UNCH                     '1                      12
6300       ----      ----      ----      ----        '1    UNCH                     '1                      30
6400       ----      ----      ----      ----        '1    UNCH                     '1                      31
6500       ----      ----      ----      ----        '1    UNCH                     '1                       7
6600       ----      ----      ----      ----        '1    UNCH                     '1                       1
6700       ----      ----      ----      ----        '1    UNCH                     '1
6800       ----      ----      ----      ----        '1    UNCH                     '1                       2
6900       ----      ----      ----      ----        '1    UNCH                     '1                       2
7000       ----      ----      ----      ----        '1    UNCH                     '1                       1
7100       ----      ----      ----      ----        '1    UNCH                     '1
7200       ----      ----      ----      ----        '1    UNCH                     '1                       3
7300       ----      ----      ----      ----        '1    UNCH                     '1
WZ JLY19 Wheat Options CALL
2200       ----      ----     240'5A     ----     243'4    -7'0                  250'4
2300       ----      ----     230'5A     ----     233'4    -7'0                  240'4
2400       ----      ----     220'5A     ----     223'4    -7'0                  230'4
2500       ----      ----     210'5A     ----     213'4    -7'0                  220'4
2600       ----      ----     200'5A     ----     203'4    -7'0                  210'4
2700       ----      ----     190'5A     ----     193'4    -7'0                  200'4
2800       ----      ----     180'5A     ----     183'4    -7'0                  190'4
2900       ----      ----     170'5A     ----     173'4    -7'0                  180'4
3000       ----      ----     160'5A     ----     163'4    -7'0                  170'4
3100       ----      ----     150'5A     ----     153'4    -7'0                  160'4
3200       ----      ----     140'5A     ----     143'4    -7'0                  150'4
3300       ----      ----     130'5A     ----     133'4    -7'0                  140'4
3400       ----      ----     120'5A     ----     123'4    -7'0                  130'4
3500       ----      ----     110'5A     ----     113'4    -7'0                  120'4
3550       ----      ----     105'5A     ----     108'4    -7'0                  115'4
3600       ----      ----     100'5A     ----     103'4    -7'0                  110'4
3650       ----      ----      95'6A     ----      98'4    -7'0                  105'4
3700       ----      ----      90'6A     ----      93'4    -7'0                  100'4
3750       ----      ----      85'6A     ----      88'4    -7'0                   95'4
3800       ----      ----      80'7A     ----      83'5    -7'0                   90'5
3850       ----      ----      76'0A     ----      78'5    -7'0                   85'5
3900       ----      ----      71'2A     ----      73'6    -7'0                   80'6
3950       ----      ----      66'4A     ----      69'0    -7'0                   76'0
4000       ----      ----      61'7A     ----      64'1    -7'0                   71'1
4050       ----      ----      57'2A     ----      59'4    -7'0                   66'4
4100       ----      ----      52'3A     ----      54'7    -7'0                   61'7
4150       ----      ----      48'1A     ----      50'4    -6'7                   57'3
4200       ----      ----      44'0A     ----      46'1    -7'0                   53'1                     261
4250       ----      ----      40'1A     ----      42'0    -7'0                   49'0
4300       ----      ----      36'0A     ----      38'1    -6'7                   45'0                      31
4350       ----      ----      32'5A     ----      34'3    -6'6                   41'1
4400       29'4      32'2B     29'2      ----      31'0    -6'4         100       37'4           4         458
4450       ----      ----      26'3A     ----      27'6    -6'2                   34'0
4500       25'0      27'0B     23'5A     ----      24'6    -6'0          24       30'6          28        2075
4550       ----      ----      21'1A     ----      22'1    -5'5                   27'6                       1
4600       22'1      23'1B     18'4      ----      19'5    -5'4         382       25'1          32        2266
4650       21'2      22'0B     16'5A     ----      17'3    -5'1          84       22'4          28          20
4700       18'4      18'5B     14'6A     18'3      15'3    -4'7         146       20'2          91        1289
4750       15'7      16'5B     12'7A     ----      13'4    -4'5           3       18'1          66         196
4800       16'2      16'2      11'3A     ----      11'7    -4'3          64       16'2          60        2482
4850       ----      ----      10'0A     ----      10'4    -4'0                   14'4          48         101
4900       12'1      12'5B      8'7A     ----       9'2    -3'5           4       12'7           4        1355
4950       ----      ----       7'6A     ----       8'1    -3'3                   11'4                      41
5000        9'2       9'2       6'6A     ----       7'0    -3'2         545       10'2         376        5522
5050        6'5       6'6B      6'0A     ----       6'1    -3'0          10        9'1
5100        7'3       7'3       5'2      ----       5'3    -2'6          24        8'1                    1698
5150        4'7       5'0B      4'4A     ----       4'6    -2'4           1        7'2                       8
5200        5'4       5'5       3'7      ----       4'2    -2'2         386        6'4         100        3575
5250       ----      ----       3'4A     ----       3'6    -2'0           5        5'6          50          55
5300        4'7       4'7       3'0      ----       3'2    -1'7         117        5'1          20        3222
5350        3'1       3'1       2'6A     ----       2'7    -1'5           4        4'4          34          34
5400        2'6       2'6       2'4      ----       2'5    -1'3         104        4'0           5        2200
5450       ----      ----       2'1A     ----       2'2    -1'3                    3'5          34          34
5500        2'5       2'5       1'7A     ----       2'0    -1'2          35        3'2         224        3082
5550       ----      ----       1'6A     ----       1'6    -1'1                    2'7                      28
