        FINAL POST-CLEARING PRICES AS OF 02/16/17 10:33 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE  ACTUAL VOL       SETT         VOL         INT
1CE Chicago Ethanol (Platts) Calendar Spread Option -
DEC20      ----      ----      ----      ----      -.18    -.03                   -.15
JUN21      ----      ----      ----      ----      -.22    -.03                   -.19
DEC21      ----      ----      ----      ----      -.34    -.04                   -.30
JUN22      ----      ----      ----      ----      -.36    -.04                   -.32
DEC22      ----      ----      ----      ----      -.39    -.01                   -.38
4RB RBOB 3:15 2 MINUTE TAM SYNTHETIC LONDON FUTURE
MAR17      ----      ----      ----      ----    1.5222  -.0257                 1.5479
5A WTI OIL CS3 SYNTHT
MAR17      ----      ----      ----      ----      -.97    +.23                  -1.20
6A WTI OIL CS2 SYNTHT
MAR17      ----      ----      ----      ----      -.71    +.17                   -.88
APR17      ----      ----      ----      ----      -.58    +.13                   -.71
6CE Chicago Ethanol (Platts) Calendar Spread Option -
MAR17      ----      ----      ----      ----    -.0100  +.0025                 -.0125
APR17      ----      ----      ----      ----     .0250    UNCH                  .0250
MAY17      ----      ----      ----      ----     .0500    UNCH                  .0500
JUN17      ----      ----      ----      ----     .0650    UNCH                  .0650
JLY17      ----      ----      ----      ----     .0775    UNCH                  .0775
AUG17      ----      ----      ----      ----     .0725    UNCH                  .0725
SEP17      ----      ----      ----      ----     .0675    UNCH                  .0675
6T In Delivery Month European Union Allowance (EUA) F
MAR17      ----      ----      ----      ----    4.9300  -.1300                 5.0600
JUN17      ----      ----      ----      ----    4.9300  -.1300                 5.0600
SEP17      ----      ----      ----      ----    4.9300  -.1300                 5.0600
DEC17      ----      ----      ----      ----    4.9400  -.1300                 5.0700                    6950
DEC18      ----      ----      ----      ----    4.9800  -.1300                 5.1100                    3798
DEC19      ----      ----      ----      ----    5.0300  -.1400                 5.1700
DEC20      ----      ----      ----      ----    5.1200  -.1400                 5.2600
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                                                    10748
A2 WTI OIL CS1 SYNTHT
MAR17      ----      ----      ----      ----      -.39    +.10                   -.49
APR17      ----      ----      ----      ----      -.32    +.07                   -.39
MAY17      ----      ----      ----      ----      -.26    +.06                   -.32
JUN17      ----      ----      ----      ----      -.19    +.07                   -.26
JLY17      ----      ----      ----      ----      -.12    +.06                   -.18
AUG17      ----      ----      ----      ----      -.08    +.04                   -.12
SEP17      ----      ----      ----      ----      -.05    +.03                   -.08
OCT17      ----      ----      ----      ----      -.04    +.02                   -.06
NOV17      ----      ----      ----      ----      -.03    +.02                   -.05
DEC17      ----      ----      ----      ----      -.01    UNCH                   -.01
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
FEB18      ----      ----      ----      ----       .01    UNCH                    .01
MAR18      ----      ----      ----      ----       .02    UNCH                    .02
APR18      ----      ----      ----      ----       .03    UNCH                    .03
MAY18      ----      ----      ----      ----       .03    UNCH                    .03
JUN18      ----      ----      ----      ----       .06    UNCH                    .06
JLY18      ----      ----      ----      ----       .06    +.01                    .05
AUG18      ----      ----      ----      ----       .04    UNCH                    .04
SEP18      ----      ----      ----      ----       .03    UNCH                    .03
OCT18      ----      ----      ----      ----       .02    UNCH                    .02
NOV18      ----      ----      ----      ----       .01    UNCH                    .01
DEC18      ----      ----      ----      ----       .07    UNCH                    .07
JAN19      ----      ----      ----      ----       .07    +.01                    .06
FEB19      ----      ----      ----      ----       .06    UNCH                    .06
MAR19      ----      ----      ----      ----       .04    UNCH                    .04
APR19      ----      ----      ----      ----       .04    UNCH                    .04
MAY19      ----      ----      ----      ----       .01    UNCH                    .01
JUN19      ----      ----      ----      ----       .05    UNCH                    .05
JLY19      ----      ----      ----      ----       .03    UNCH                    .03
AUG19      ----      ----      ----      ----       .01    UNCH                    .01
SEP19      ----      ----      ----      ----       .00    UNCH                    .00
OCT19      ----      ----      ----      ----      -.01    UNCH                   -.01
NOV19      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC19      ----      ----      ----      ----       .04    UNCH                    .04
JAN20      ----      ----      ----      ----       .02    UNCH                    .02
FEB20      ----      ----      ----      ----       .02    UNCH                    .02
MAR20      ----      ----      ----      ----       .02    UNCH                    .02
APR20      ----      ----      ----      ----       .01    UNCH                    .01
MAY20      ----      ----      ----      ----      -.01    UNCH                   -.01
JUN20      ----      ----      ----      ----       .05    UNCH                    .05
JLY20      ----      ----      ----      ----       .03    UNCH                    .03
AUG20      ----      ----      ----      ----       .00    UNCH                    .00
SEP20      ----      ----      ----      ----      -.01    UNCH                   -.01
OCT20      ----      ----      ----      ----      -.03    UNCH                   -.03
NOV20      ----      ----      ----      ----      -.05    UNCH                   -.05
DEC20      ----      ----      ----      ----       .02    UNCH                    .02
JAN21      ----      ----      ----      ----      -.01    -.01                    .00
FEB21      ----      ----      ----      ----      -.02    UNCH                   -.02
MAR21      ----      ----      ----      ----      -.04    -.01                   -.03
APR21      ----      ----      ----      ----      -.05    UNCH                   -.05
MAY21      ----      ----      ----      ----      -.08    -.01                   -.07
JUN21      ----      ----      ----      ----       .02    -.01                    .03
JLY21      ----      ----      ----      ----       .00    UNCH                    .00
AUG21      ----      ----      ----      ----      -.03    -.01                   -.02
SEP21      ----      ----      ----      ----      -.05    -.01                   -.04
OCT21      ----      ----      ----      ----      -.07    UNCH                   -.07
NOV21      ----      ----      ----      ----      -.09    UNCH                   -.09
DEC21      ----      ----      ----      ----      -.01    UNCH                   -.01
JAN22      ----      ----      ----      ----      -.03    -.01                   -.02
FEB22      ----      ----      ----      ----      -.05    UNCH                   -.05
BH NY Harbor ULSD Bullet Futures
MAR17      ----      ----      ----      ----    1.6291  -.0014                 1.6305                     395
APR17      ----      ----      ----      ----    1.6407  -.0018                 1.6425                      19
MAY17      ----      ----      ----      ----    1.6503  -.0032                 1.6535                      19
JUN17      ----      ----      ----      ----    1.6596  -.0047                 1.6643                      19
JLY17      ----      ----      ----      ----    1.6708  -.0055                 1.6763                      19
AUG17      ----      ----      ----      ----    1.6817  -.0058                 1.6875                      19
SEP17      ----      ----      ----      ----    1.6928  -.0057                 1.6985                      19
OCT17      ----      ----      ----      ----    1.7031  -.0055                 1.7086                      19
NOV17      ----      ----      ----      ----    1.7123  -.0051                 1.7174                      19
DEC17      ----      ----      ----      ----    1.7197  -.0046                 1.7243                      19
JAN18      ----      ----      ----      ----    1.7272  -.0041                 1.7313                       4
FEB18      ----      ----      ----      ----    1.7292  -.0041                 1.7333                       4
MAR18      ----      ----      ----      ----    1.7240  -.0041                 1.7281                       4
APR18      ----      ----      ----      ----    1.7104  -.0040                 1.7144                       4
MAY18      ----      ----      ----      ----    1.7032  -.0039                 1.7071                       4
JUN18      ----      ----      ----      ----    1.7000  -.0037                 1.7037                       4
JLY18      ----      ----      ----      ----    1.7003  -.0039                 1.7042                       4
AUG18      ----      ----      ----      ----    1.7017  -.0043                 1.7060                       4
SEP18      ----      ----      ----      ----    1.7060  -.0045                 1.7105                       4
OCT18      ----      ----      ----      ----    1.7113  -.0042                 1.7155                       4
NOV18      ----      ----      ----      ----    1.7160  -.0039                 1.7199                       4
DEC18      ----      ----      ----      ----    1.7196  -.0037                 1.7233                       4
JAN19      ----      ----      ----      ----    1.7241  -.0037                 1.7278
FEB19      ----      ----      ----      ----    1.7271  -.0037                 1.7308
MAR19      ----      ----      ----      ----    1.7251  -.0037                 1.7288
APR19      ----      ----      ----      ----    1.7181  -.0037                 1.7218
MAY19      ----      ----      ----      ----    1.7186  -.0037                 1.7223
JUN19      ----      ----      ----      ----    1.7221  -.0037                 1.7258
JLY19      ----      ----      ----      ----    1.7276  -.0037                 1.7313
AUG19      ----      ----      ----      ----    1.7341  -.0037                 1.7378
SEP19      ----      ----      ----      ----    1.7406  -.0037                 1.7443
OCT19      ----      ----      ----      ----    1.7456  -.0037                 1.7493
NOV19      ----      ----      ----      ----    1.7496  -.0037                 1.7533
DEC19      ----      ----      ----      ----    1.7526  -.0037                 1.7563
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      614
BZ1 Brent Crude Oil TAM Singapore Future
APR17      ----      ----      ----      ----     55.90    +.08                  55.82
MAY17      ----      ----      ----      ----     56.23    +.12                  56.11
JUN17      ----      ----      ----      ----     56.47    +.11                  56.36
BZ2 Brent Crude Oil TAM LONDON Future
APR17      ----      ----      ----      ----     55.37    -.44                  55.81
MAY17      ----      ----      ----      ----     55.72    -.44                  56.16
JUN17      ----      ----      ----      ----     55.97    -.45                  56.42
BZL BZ TAM LONDON FUTURE
APR17      ----      ----      ----      ----       .00    UNCH                    .00
MAY17      ----      ----      ----      ----       .00    UNCH                    .00
JUN17      ----      ----      ----      ----       .00    UNCH                    .00
BZS BZ TAM SINGAPORE FUTURE
APR17      ----      ----      ----      ----       .00    UNCH                    .00
MAY17      ----      ----      ----      ----       .00    UNCH                    .00
JUN17      ----      ----      ----      ----       .00    UNCH                    .00
CAY CRUDE OIL CS1 SYNTHT
MAR17      ----      ----      ----      ----      -.39    +.10                   -.49
APR17      ----      ----      ----      ----      -.32    +.07                   -.39
MAY17      ----      ----      ----      ----      -.26    +.06                   -.32
JUN17      ----      ----      ----      ----      -.19    +.07                   -.26
JLY17      ----      ----      ----      ----      -.12    +.06                   -.18
AUG17      ----      ----      ----      ----      -.08    +.04                   -.12
SEP17      ----      ----      ----      ----      -.05    +.03                   -.08
OCT17      ----      ----      ----      ----      -.04    +.02                   -.06
NOV17      ----      ----      ----      ----      -.03    +.02                   -.05
DEC17      ----      ----      ----      ----      -.01    UNCH                   -.01
JAN18      ----      ----      ----      ----       .00    UNCH                    .00
FEB18      ----      ----      ----      ----       .01    UNCH                    .01
MAR18      ----      ----      ----      ----       .02    UNCH                    .02
APR18      ----      ----      ----      ----       .03    UNCH                    .03
MAY18      ----      ----      ----      ----       .03    UNCH                    .03
JUN18      ----      ----      ----      ----       .06    UNCH                    .06
JLY18      ----      ----      ----      ----       .06    +.01                    .05
AUG18      ----      ----      ----      ----       .04    UNCH                    .04
SEP18      ----      ----      ----      ----       .03    UNCH                    .03
OCT18      ----      ----      ----      ----       .02    UNCH                    .02
NOV18      ----      ----      ----      ----       .01    UNCH                    .01
DEC18      ----      ----      ----      ----       .07    UNCH                    .07
JAN19      ----      ----      ----      ----       .07    +.01                    .06
FEB19      ----      ----      ----      ----       .06    UNCH                    .06
MAR19      ----      ----      ----      ----       .04    UNCH                    .04
APR19      ----      ----      ----      ----       .04    UNCH                    .04
MAY19      ----      ----      ----      ----       .01    UNCH                    .01
JUN19      ----      ----      ----      ----       .05    UNCH                    .05
JLY19      ----      ----      ----      ----       .03    UNCH                    .03
AUG19      ----      ----      ----      ----       .01    UNCH                    .01
SEP19      ----      ----      ----      ----       .00    UNCH                    .00
OCT19      ----      ----      ----      ----      -.01    UNCH                   -.01
NOV19      ----      ----      ----      ----      -.03    UNCH                   -.03
DEC19      ----      ----      ----      ----       .04    UNCH                    .04
JAN20      ----      ----      ----      ----       .02    UNCH                    .02
FEB20      ----      ----      ----      ----       .02    UNCH                    .02
MAR20      ----      ----      ----      ----       .02    UNCH                    .02
APR20      ----      ----      ----      ----       .01    UNCH                    .01
MAY20      ----      ----      ----      ----      -.01    UNCH                   -.01
JUN20      ----      ----      ----      ----       .05    UNCH                    .05
JLY20      ----      ----      ----      ----       .03    UNCH                    .03
AUG20      ----      ----      ----      ----       .00    UNCH                    .00
SEP20      ----      ----      ----      ----      -.01    UNCH                   -.01
OCT20      ----      ----      ----      ----      -.03    UNCH                   -.03
NOV20      ----      ----      ----      ----      -.05    UNCH                   -.05
DEC20      ----      ----      ----      ----       .02    UNCH                    .02
JAN21      ----      ----      ----      ----      -.01    -.01                    .00
FEB21      ----      ----      ----      ----      -.02    UNCH                   -.02
MAR21      ----      ----      ----      ----      -.04    -.01                   -.03
APR21      ----      ----      ----      ----      -.05    UNCH                   -.05
MAY21      ----      ----      ----      ----      -.08    -.01                   -.07
JUN21      ----      ----      ----      ----       .02    -.01                    .03
JLY21      ----      ----      ----      ----       .00    UNCH                    .00
AUG21      ----      ----      ----      ----      -.03    -.01                   -.02
SEP21      ----      ----      ----      ----      -.05    -.01                   -.04
OCT21      ----      ----      ----      ----      -.07    UNCH                   -.07
NOV21      ----      ----      ----      ----      -.09    UNCH                   -.09
DEC21      ----      ----      ----      ----      -.01    UNCH                   -.01
JAN22      ----      ----      ----      ----      -.03    -.01                   -.02
FEB22      ----      ----      ----      ----      -.05    UNCH                   -.05
MAR22      ----      ----      ----      ----      -.07    -.01                   -.06
APR22      ----      ----      ----      ----      -.08    -.01                   -.07
MAY22      ----      ----      ----      ----      -.10    -.01                   -.09
JUN22      ----      ----      ----      ----       .01    UNCH                    .01
JLY22      ----      ----      ----      ----      -.03    -.01                   -.02
AUG22      ----      ----      ----      ----      -.05    -.01                   -.04
SEP22      ----      ----      ----      ----      -.07    -.01                   -.06
OCT22      ----      ----      ----      ----      -.10    -.01                   -.09
NOV22      ----      ----      ----      ----      -.12    UNCH                   -.12
CL Light Sweet Crude Oil Futures
MAR17     53.01     53.59     52.68     53.46     53.36    +.25      354048      53.11      463638      119369
APR17     53.54     54.06     53.12     53.84     53.75    +.15      460450      53.60      258043      450098
MAY17     53.86     54.40     53.47     54.15     54.07    +.08      132245      53.99       76095      230875
JUN17     54.18     54.70     53.77     54.39     54.33    +.02      138831      54.31       76879      262303
JLY17     54.45     54.94     54.00     54.58     54.52    -.05       50745      54.57       28858      111400
AUG17     54.59     55.10     54.20     54.66     54.64    -.11       25600      54.75       13426       82794
SEP17     54.81     55.22B    54.31A    54.71     54.72    -.15       45135      54.87       22652      102368
OCT17     54.82     55.30     54.42     54.79     54.77    -.18       11814      54.95        6058       63687
NOV17     54.89     55.37     54.41     54.80     54.81    -.20       11232      55.01        5349       50567
DEC17     54.91     55.44     54.45     54.88     54.84    -.22       83130      55.06       50504      233126
JAN18     54.98     55.40     54.56     54.84     54.85    -.22        6042      55.07        5869       51580
FEB18     55.33     55.40     54.51     54.85     54.85    -.22        2504      55.07        2615       24288
MAR18     55.20     55.35     54.59A    54.81B    54.84    -.22        2743      55.06        3305       45616
APR18      ----      ----     54.88A    54.88A    54.82    -.22         941      55.04         299       10898
MAY18      ----      ----      ----      ----     54.79    -.22         865      55.01         478       10762
JUN18     54.95     55.34B    54.46     54.75B    54.76    -.22       10511      54.98        8772       61388
JLY18      ----      ----      ----      ----     54.70    -.22         825      54.92         124        9282
AUG18      ----      ----      ----      ----     54.64    -.23         269      54.87          34        5331
SEP18      ----      ----      ----      ----     54.60    -.23         313      54.83         339       19242
OCT18      ----     54.90B     ----     54.90B    54.57    -.23         195      54.80         262        5548
NOV18      ----      ----      ----      ----     54.55    -.23         177      54.78         965        7543
DEC18     54.76     55.15     54.25     54.53     54.54    -.23       15342      54.77       17569      114716
JAN19      ----      ----      ----      ----     54.47    -.23         280      54.70         272        6359
FEB19      ----      ----      ----      ----     54.40    -.24         110      54.64          20        1169
MAR19      ----      ----      ----      ----     54.34    -.24          52      54.58          35        5839
APR19      ----      ----      ----      ----     54.30    -.24                  54.54                     195
MAY19      ----      ----      ----      ----     54.26    -.24                  54.50                     164
JUN19     54.54     54.54     54.03     54.27     54.25    -.24         684      54.49        1032       13497
JLY19      ----      ----      ----      ----     54.20    -.24                  54.44                     235
AUG19      ----      ----      ----      ----     54.17    -.24                  54.41                     228
SEP19      ----      ----      ----      ----     54.16    -.24          20      54.40                    1709
OCT19      ----      ----      ----      ----     54.16    -.24                  54.40                     100
NOV19      ----      ----      ----      ----     54.17    -.24                  54.41         300         501
DEC19     54.54     54.86B    53.92     54.22A    54.20    -.24        2995      54.44        4532       36855
JAN20      ----      ----      ----      ----     54.16    -.24                  54.40         300         464
FEB20      ----      ----      ----      ----     54.14    -.24                  54.38                      29
MAR20      ----      ----      ----      ----     54.12    -.24                  54.36                     300
APR20      ----      ----      ----      ----     54.10    -.24                  54.34
MAY20      ----      ----      ----      ----     54.09    -.24                  54.33
JUN20      ----      ----      ----      ----     54.10    -.24           6      54.34           1         780
JLY20      ----      ----      ----      ----     54.05    -.24                  54.29
AUG20      ----      ----      ----      ----     54.02    -.24                  54.26
SEP20      ----      ----      ----      ----     54.02    -.24                  54.26
OCT20      ----      ----      ----      ----     54.03    -.24                  54.27                       1
NOV20      ----      ----      ----      ----     54.06    -.24                  54.30
DEC20     54.20     54.23B    53.93A    54.15B    54.11    -.24         778      54.35         533        8283
JAN21      ----      ----      ----      ----     54.09    -.24                  54.33
FEB21      ----      ----      ----      ----     54.10    -.23                  54.33
MAR21      ----      ----      ----      ----     54.12    -.23                  54.35
APR21      ----      ----      ----      ----     54.16    -.22                  54.38
MAY21      ----      ----      ----      ----     54.21    -.22                  54.43
JUN21      ----      ----      ----      ----     54.29    -.21                  54.50                     400
JLY21      ----      ----      ----      ----     54.27    -.20                  54.47
AUG21      ----      ----      ----      ----     54.27    -.20                  54.47
SEP21      ----      ----      ----      ----     54.30    -.19                  54.49
OCT21      ----      ----      ----      ----     54.35    -.18                  54.53
NOV21      ----      ----      ----      ----     54.42    -.18                  54.60
DEC21     54.31     54.60B    54.30     54.60B    54.51    -.18          88      54.69          35        2649
JAN22      ----      ----      ----      ----     54.52    -.18                  54.70
FEB22      ----      ----      ----      ----     54.55    -.17                  54.72
MAR22      ----      ----      ----      ----     54.60    -.17                  54.77
APR22      ----      ----      ----      ----     54.67    -.16                  54.83
MAY22      ----      ----      ----      ----     54.75    -.15                  54.90
JUN22      ----      ----      ----      ----     54.85    -.14                  54.99
JLY22      ----      ----      ----      ----     54.84    -.14                  54.98
AUG22      ----      ----      ----      ----     54.87    -.13                  55.00
SEP22      ----      ----      ----      ----     54.92    -.12                  55.04
OCT22      ----      ----      ----      ----     54.99    -.11                  55.10
NOV22      ----      ----      ----      ----     55.09    -.10                  55.19
DEC22     55.00     55.00     55.00     55.00     55.21    -.10          53      55.31           1         328
JUN23      ----      ----      ----      ----     55.60    -.09                  55.69
DEC23     56.20     56.30     56.10     56.30     56.00    -.07          52      56.07           2          91
JUN24      ----      ----      ----      ----     56.30    -.07                  56.37
DEC24      ----      ----      ----      ----     56.60    -.07                  56.67                       8
JUN25      ----      ----      ----      ----     56.75    -.07                  56.82
DEC25      ----      ----      ----      ----     56.90    -.07                  56.97
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                               1359075                1049196     2152965
CL1 WTI Crude Oil TAM Singapore Future
MAR17      ----      ----      ----      ----     53.19    +.25                  52.94
APR17      ----      ----      ----      ----     53.67    +.22                  53.45
MAY17      ----      ----      ----      ----     54.06    +.20                  53.86
CL2 WTI Crude Oil TAM LONDON Future
MAR17      ----      ----      ----      ----     52.92    -.12                  53.04
APR17      ----      ----      ----      ----     53.36    -.19                  53.55
MAY17      ----      ----      ----      ----     53.70    -.25                  53.95
CLL CRUDE OIL TAM LONDON FUTURE
MAR17      ----      ----      ----      ----       .00    UNCH                    .00
APR17      ----      ----      ----      ----       .00    UNCH                    .00
MAY17      ----      ----      ----      ----       .00    UNCH                    .00
CLS CRUDE OIL TAM SINGAPORE FUTURE
MAR17      ----      ----      ----      ----       .00    UNCH                    .00
APR17      ----      ----      ----      ----       .00    UNCH                    .00
MAY17      ----      ----      ----      ----       .00    UNCH                    .00
CLT CRUDE OIL TAS FUTURES
MAR17       .00       .05      -.01       .05       .00    UNCH       10685        .00
APR17       .00       .05B     -.01       .04B      .00    UNCH        7224        .00
MAY17       .00       .05       .00       .05       .00    UNCH        2505        .00
JUN17       .00       .04B      .00       .04B      .00    UNCH        1597        .00
JLY17      ----      ----      ----      ----       .00    UNCH                    .00
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                 22011
CQ CRUDE OIL CS2 SYNTHT
MAR17      ----      ----      ----      ----      -.71    +.17                   -.88
APR17      ----      ----      ----      ----      -.58    +.13                   -.71
MAY17      ----      ----      ----      ----      -.45    +.13                   -.58
CT CRUDE OIL CS3 SYNTHT
MAR17      ----      ----      ----      ----      -.97    +.23                  -1.20
APR17      ----      ----      ----      ----      -.77    +.20                   -.97
CV CRUDE OIL CS6 SYNTHT
MAR17      ----      ----      ----      ----     -1.36    +.40                  -1.76
APR17      ----      ----      ----      ----     -1.02    +.33                  -1.35
MAY17      ----      ----      ----      ----      -.74    +.28                  -1.02
JUN17      ----      ----      ----      ----      -.51    +.24                   -.75
JLY17      ----      ----      ----      ----      -.33    +.17                   -.50
AUG17      ----      ----      ----      ----      -.21    +.11                   -.32
SEP17      ----      ----      ----      ----      -.12    +.07                   -.19
OCT17      ----      ----      ----      ----      -.05    +.04                   -.09
NOV17      ----      ----      ----      ----       .02    +.02                    .00
DEC17      ----      ----      ----      ----       .08    UNCH                    .08
JAN18      ----      ----      ----      ----       .15    UNCH                    .15
CX CRUDE OIL CS12SYNTHT
MAR17      ----      ----      ----      ----     -1.48    +.47                  -1.95
JUN17      ----      ----      ----      ----      -.43    +.24                   -.67
SEP17      ----      ----      ----      ----       .12    +.08                    .04
DEC17      ----      ----      ----      ----       .30    +.01                    .29
FEB18      ----      ----      ----      ----       .45    +.02                    .43
MAR18      ----      ----      ----      ----       .50    +.02                    .48
DEC18      ----      ----      ----      ----       .34    +.01                    .33
DEC19      ----      ----      ----      ----       .09    UNCH                    .09
DEC20      ----      ----      ----      ----      -.40    -.06                   -.34
DE NG 5 MO CSO SYNTH
MAR17      ----      ----      ----      ----     -3.34    -.10                  -3.24
APR17      ----      ----      ----      ----     -2.09    -.06                  -2.03
MAY17      ----      ----      ----      ----     -1.54    -.11                  -1.43
JUN17      ----      ----      ----      ----     -1.43    -.13                  -1.30
JLY17      ----      ----      ----      ----     -2.07    -.10                  -1.97
AUG17      ----      ----      ----      ----     -2.82    -.11                  -2.71
SEP17      ----      ----      ----      ----     -2.61    -.14                  -2.47
OCT17      ----      ----      ----      ----     -1.63    -.20                  -1.43
NOV17      ----      ----      ----      ----      3.90    -.43                   4.33
DEC17      ----      ----      ----      ----      5.65    -.42                   6.07
JAN18      ----      ----      ----      ----      6.39    -.36                   6.75
FEB18      ----      ----      ----      ----      5.86    -.29                   6.15
DGY NATURAL GAS CS1 SYNT
MAR17      ----      ----      ----      ----     -.117   -.005                  -.112
APR17      ----      ----      ----      ----     -.071   +.005                  -.076
MAY17      ----      ----      ----      ----     -.065   -.001                  -.064
JUN17      ----      ----      ----      ----     -.063   -.005                  -.058
JLY17      ----      ----      ----      ----     -.018   -.004                  -.014
AUG17      ----      ----      ----      ----      .008   -.001                   .009
SEP17      ----      ----      ----      ----     -.016    UNCH                  -.016
OCT17      ----      ----      ----      ----     -.054   -.003                  -.051
NOV17      ----      ----      ----      ----     -.127   -.002                  -.125
DEC17      ----      ----      ----      ----     -.093   -.005                  -.088
JAN18      ----      ----      ----      ----      .029   -.004                   .033
FEB18      ----      ----      ----      ----      .082   -.006                   .088
MAR18      ----      ----      ----      ----      .499   -.026                   .525
APR18      ----      ----      ----      ----      .048   -.001                   .049
MAY18      ----      ----      ----      ----     -.019   +.001                  -.020
JUN18      ----      ----      ----      ----     -.024   +.003                  -.027
JLY18      ----      ----      ----      ----     -.001    UNCH                  -.001
AUG18      ----      ----      ----      ----      .022    UNCH                   .022
SEP18      ----      ----      ----      ----     -.017   -.001                  -.016
OCT18      ----      ----      ----      ----     -.049   -.001                  -.048
NOV18      ----      ----      ----      ----     -.137   +.001                  -.138
DEC18      ----      ----      ----      ----     -.110   -.002                  -.108
JAN19      ----      ----      ----      ----      .019   -.001                   .020
FEB19      ----      ----      ----      ----      .050   -.004                   .054
MAR19      ----      ----      ----      ----      .366   -.004                   .370
