,name,symbol,date,open,high,low,settle,volume
580,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-04-22,126.796875,126.890625,126.46875,126.578125,948230
581,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-04-25,126.625,126.8125,126.390625,126.484375,902262
582,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-04-26,126.40625,126.59375,126.171875,126.28125,1028536
583,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-04-27,126.28125,126.984375,126.265625,126.890625,1112655
584,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-04-28,126.96875,127.28125,126.765625,127.0625,1435407
585,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-04-29,127.15625,127.296875,126.765625,127.171875,1455601
586,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-02,127.03125,127.265625,126.734375,126.8125,863010
587,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-03,126.75,127.578125,126.75,127.40625,1266494
588,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-04,127.421875,127.65625,127.265625,127.546875,1094228
589,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-05,127.609375,127.984375,127.359375,127.84375,1147852
590,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-06,127.859375,128.3125,127.5625,127.640625,1479523
591,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-09,127.640625,128.0,127.546875,127.90625,848721
592,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-10,127.984375,128.015625,127.734375,127.890625,965106
593,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-11,127.859375,128.203125,127.765625,128.015625,1061082
594,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-12,127.984375,128.0625,127.625,127.703125,1163571
595,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-13,127.703125,128.09375,127.65625,128.078125,1247898
596,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-16,128.140625,128.21875,127.59375,127.625,886218
597,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-17,127.625,127.734375,127.390625,127.515625,1092549
598,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-18,127.40625,127.484375,126.4375,126.484375,1882385
599,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-19,126.65625,126.890625,126.421875,126.78125,1569202
600,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-20,126.75,126.90625,126.609375,126.8125,860016
601,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-23,126.828125,127.046875,126.71875,126.859375,1008121
602,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-24,126.890625,127.0,126.5,126.671875,1688272
603,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-25,126.640625,126.71875,126.4375,126.578125,1966390
604,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-26,126.578125,127.03125,126.546875,127.015625,1216164
605,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-27,126.953125,127.03125,126.546875,126.90625,826497
606,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-05-31,126.59375,126.90625,126.375,126.890625,1475146
607,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-01,126.75,127.140625,126.6875,126.75,1210795
608,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-02,126.796875,127.1875,126.765625,127.078125,1064481
609,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-03,127.125,128.265625,127.046875,128.171875,1595243
610,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-06,128.171875,128.265625,127.828125,128.078125,1048782
611,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-07,127.9375,128.25,127.890625,128.15625,641538
612,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-08,128.109375,128.28125,128.046875,128.109375,745406
613,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-09,128.15625,128.484375,128.09375,128.296875,978434
614,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-10,128.234375,128.828125,128.21875,128.734375,1057995
615,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-13,128.828125,129.078125,128.765625,128.96875,1048865
616,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-14,129.0,129.4375,128.875,128.984375,1475329
617,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-15,128.96875,129.484375,128.765625,129.28125,1067722
618,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-16,129.421875,129.90625,129.3125,129.484375,1455444
619,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-17,129.375,129.40625,129.015625,129.0625,1109975
620,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-20,128.671875,128.828125,128.46875,128.65625,955690
621,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-21,128.515625,128.765625,128.328125,128.453125,940017
622,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-22,128.40625,128.625,128.359375,128.546875,852801
623,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-23,128.484375,128.484375,127.9375,128.015625,1035451
624,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-24,127.90625,131.421875,127.875,129.578125,2980317
625,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-27,129.953125,130.671875,129.90625,130.484375,1264097
626,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-28,130.640625,130.765625,130.234375,130.453125,1093622
627,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-29,130.390625,130.515625,129.890625,130.265625,1016637
628,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-06-30,129.90625,130.4375,129.640625,130.1875,3714861
629,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-01,130.234375,131.125,130.1875,130.28125,1306807
630,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-05,130.5,131.1875,130.203125,131.09375,1076380
631,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-06,131.046875,131.4375,130.78125,130.875,1379581
632,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-07,131.046875,131.140625,130.546875,130.890625,1140481
633,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-08,130.890625,131.21875,130.25,131.0,1418052
634,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-11,131.0625,131.09375,130.34375,130.359375,896678
635,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-12,130.359375,130.453125,129.5625,129.71875,1382785
636,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-13,129.6875,130.140625,129.671875,130.03125,1142253
637,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-14,129.9375,130.109375,129.390625,129.59375,1299029
638,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-15,129.546875,129.71875,128.984375,129.078125,1197277
639,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-18,129.140625,129.453125,128.9375,129.234375,808652
640,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-19,129.25,129.609375,129.203125,129.4375,850574
641,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-20,129.5,129.53125,129.0625,129.1875,807898
642,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-21,129.171875,129.546875,128.8125,129.4375,1217018
643,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-22,129.5,129.71875,129.109375,129.328125,904922
644,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-25,129.328125,129.46875,129.09375,129.265625,690179
645,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-26,129.234375,129.546875,129.0625,129.328125,1001060
646,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-27,129.34375,129.875,129.03125,129.75,1125990
647,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-28,129.84375,129.953125,129.546875,129.765625,1059306
648,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-07-29,129.859375,130.34375,129.3125,130.25,1543668
649,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-01,130.328125,130.328125,129.765625,130.0,1011526
650,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-02,129.796875,129.921875,129.40625,129.75,1394236
651,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-03,129.609375,129.84375,129.46875,129.78125,987778
652,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-04,129.78125,130.296875,129.65625,130.15625,1073016
653,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-05,130.21875,130.265625,129.25,129.34375,1285797
654,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-08,129.25,129.40625,129.046875,129.25,956121
655,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-09,129.1875,129.625,129.125,129.546875,868947
656,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-10,129.515625,129.984375,129.515625,129.9375,986734
657,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-11,129.90625,129.984375,129.203125,129.25,969870
658,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-12,129.296875,130.109375,129.234375,129.734375,1151730
659,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-15,129.75,129.90625,129.375,129.453125,755743
660,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-16,129.421875,129.84375,129.078125,129.203125,1409470
661,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-17,129.203125,129.59375,129.03125,129.3125,1070959
662,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-18,129.421875,129.6875,129.28125,129.578125,860395
663,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-19,129.625,129.640625,129.03125,129.15625,964415
664,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-22,129.09375,129.515625,128.890625,129.484375,923347
665,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-23,129.46875,129.625,129.25,129.421875,981300
666,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-24,129.484375,129.5625,129.3125,129.421875,1266231
667,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-25,129.390625,129.5,129.203125,129.265625,2015917
668,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-26,129.25,129.640625,128.5625,128.578125,2705917
669,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-29,128.578125,129.203125,128.5,129.15625,1210881
670,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-30,129.1875,129.234375,128.90625,129.09375,937970
671,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-08-31,129.140625,129.296875,128.9375,129.09375,1271617
672,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-01,128.96875,129.234375,128.609375,129.125,1292212
673,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-02,129.125,129.546875,128.671875,128.953125,1343605
674,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-06,128.875,129.609375,128.78125,129.53125,1141669
675,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-07,129.59375,129.734375,129.4375,129.53125,850710
676,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-08,129.515625,129.609375,128.84375,128.890625,2418907
677,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-09,129.0,129.078125,128.46875,128.53125,1235050
678,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-12,128.46875,128.78125,128.34375,128.671875,2327669
679,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-13,128.71875,128.96875,127.984375,128.15625,1407559
680,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-14,128.203125,128.65625,128.109375,128.609375,1032575
681,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-15,128.515625,129.015625,128.28125,128.625,1368561
682,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-16,128.71875,129.0,128.546875,128.578125,906050
683,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-19,128.703125,128.78125,128.421875,128.59375,555326
684,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-20,128.46875,128.859375,128.4375,128.671875,725115
685,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-21,128.65625,128.90625,128.234375,128.765625,1086332
686,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-22,128.875,129.265625,128.828125,129.03125,1016277
687,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-23,129.09375,129.25,129.03125,129.203125,667300
688,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-26,129.234375,129.625,129.171875,129.484375,762908
689,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-27,129.53125,129.84375,129.3125,129.703125,1064059
690,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-28,129.6875,129.796875,129.5,129.609375,1008954
691,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-29,129.546875,129.84375,129.34375,129.71875,1081563
692,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-09-30,129.671875,129.90625,129.234375,129.296875,1620454
693,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-10-03,129.390625,129.40625,129.078125,129.125,758145
694,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-10-04,129.09375,129.203125,128.609375,128.671875,1356297
695,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-10-05,128.640625,128.78125,128.265625,128.390625,1169448
696,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-10-06,128.40625,128.5625,128.109375,128.125,1239651
697,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-10-07,128.171875,128.390625,127.890625,128.234375,1426413
698,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-10-10,128.28125,128.34375,127.828125,127.96875,293680
699,CBOT 10-year US Treasury Note Futures #1 (TY1),TY,2016-10-11,127.984375,128.203125,127.859375,128.0625,1077838
